,ticker,ttm,2023-01-31,2022-01-31,2021-01-31,2020-01-31
Total revenue(figures in $M),BIG,5468.329,5468.329,6150.603,6199.186,5323.18
Cost of revenue(figures in $M),BIG,3554.826,3554.826,3753.596,3701.8,3208.498
Gross profit(figures in $M),BIG,1913.503,1913.503,2397.007,2497.386,2114.682
Selling general and administrative(figures in $M),BIG,2020.144,2020.144,2014.682,1965.555,1823.409
Total operating expenses(figures in $M),BIG,2175.003,2175.003,2157.254,2103.891,1958.39
Operating income or loss(figures in $M),BIG,-261.5,-261.5,239.753,393.495,156.292
Interest expense(figures in $M),BIG,20.28,20.28,9.281,11.031,16.827
Total other income/expenses net(figures in $M),BIG,1.363,1.363,1.339,462.142,178.083
Income before tax(figures in $M),BIG,-280.417,-280.417,231.811,844.606,317.548
Income tax expense(figures in $M),BIG,-69.709,-69.709,54.033,215.415,75.084
Income from continuing operations(figures in $M),BIG,-210.708,-210.708,177.778,629.191,242.464
Net income(figures in $M),BIG,-210.708,-210.708,177.778,629.191,242.464
Net income available to common shareholders(figures in $M),BIG,-210.708,-210.708,177.778,629.191,242.464
Basic EPS(figures in $M),BIG,,,5.43e-06,1.646e-05,6.18e-06
Diluted EPS(figures in $M),BIG,,,5.33e-06,1.611e-05,6.16e-06
Basic average shares(figures in $M),BIG,,,32.723,38.233,39.244
Diluted average shares(figures in $M),BIG,,,33.355,39.067,39.351
EBITDA(figures in $M),BIG,,-105.278,383.664,993.973,469.356
