,ticker,ttm,2022-07-31,2021-07-31,2020-07-31,2019-07-31
Total revenue(figures in $M),CSCO,53161.0,51557.0,49818.0,49301.0,51904.0
Cost of revenue(figures in $M),CSCO,20242.0,19309.0,17924.0,17618.0,19238.0
Gross profit(figures in $M),CSCO,32919.0,32248.0,31894.0,31683.0,32666.0
Research development(figures in $M),CSCO,7026.0,6774.0,6549.0,6347.0,6577.0
Selling general and administrative(figures in $M),CSCO,11486.0,11186.0,11411.0,11094.0,11398.0
Total operating expenses(figures in $M),CSCO,18804.0,18273.0,18175.0,17582.0,18125.0
Operating income or loss(figures in $M),CSCO,14115.0,13975.0,13719.0,14101.0,14541.0
Interest expense(figures in $M),CSCO,390.0,360.0,434.0,585.0,859.0
Total other income/expenses net(figures in $M),CSCO,-250.0,386.0,-641.0,-466.0,-419.0
Income before tax(figures in $M),CSCO,14107.0,14477.0,13262.0,13970.0,14571.0
Income tax expense(figures in $M),CSCO,2805.0,2665.0,2671.0,2756.0,2950.0
Income from continuing operations(figures in $M),CSCO,11302.0,11812.0,10591.0,11214.0,11621.0
Net income(figures in $M),CSCO,11302.0,11812.0,10591.0,11214.0,11621.0
Net income available to common shareholders(figures in $M),CSCO,11302.0,11812.0,10591.0,11214.0,11621.0
Basic EPS(figures in $M),CSCO,,2.83e-06,2.5099999999999997e-06,2.65e-06,2.63e-06
Diluted EPS(figures in $M),CSCO,,2.8199999999999997e-06,2.5e-06,2.64e-06,2.61e-06
Basic average shares(figures in $M),CSCO,,4170.0,4222.0,4236.0,4419.0
Diluted average shares(figures in $M),CSCO,,4192.0,4236.0,4254.0,4453.0
EBITDA(figures in $M),CSCO,,16794.0,15558.0,16363.0,17327.0
