,2022,2021,2020,2019,2018,ticker
Current ratio,1.432,1.490,1.720,1.506,2.287,CSCO
Quick ratio,1.162,1.320,1.577,1.387,2.145,CSCO
Cash ratio,0.276,0.349,0.466,0.371,0.330,CSCO
Days of sales outstanding,74.526,74.336,77.907,74.443,84.691,CSCO
Days of inventory outstanding,48.543,31.747,26.560,26.239,35.985,CSCO
Operating cycle,123.070,106.083,104.467,100.682,120.676,CSCO
Days of payables outstanding,43.118,48.099,45.951,39.065,37.116,CSCO
Cash conversion cycle,79.952,57.984,58.516,61.617,83.560,CSCO
Gross profit margin,0.625,0.640,0.643,0.629,0.620,CSCO
Operating profit margin,0.271,0.258,0.276,0.274,0.250,CSCO
Pretax profit margin,0.281,0.266,0.283,0.281,0.264,CSCO
Net profit margin,0.229,0.213,0.227,0.224,0.002,CSCO
Effective tax rate,0.184,0.201,0.197,0.202,0.992,CSCO
Return on assets,0.126,0.109,0.118,0.119,0.001,CSCO
Return on equity,0.297,0.257,0.296,0.346,0.003,CSCO
Return on capital employed,0.204,0.180,0.196,0.215,0.151,CSCO
Net income per EBT,0.816,0.799,0.803,0.798,0.008,CSCO
Ebt per ebit,1.036,1.033,1.026,1.025,1.059,CSCO
Ebit per revenue,0.271,0.258,0.276,0.274,0.250,CSCO
Debt ratio,0.577,0.577,0.600,0.657,0.603,CSCO
Debt equity ratio,0.239,0.279,0.385,0.735,0.592,CSCO
Long term debt to capitalization,0.175,0.179,0.234,0.301,0.320,CSCO
Total debt to capitalization,0.193,0.218,0.278,0.424,0.372,CSCO
Interest coverage,38.803,29.569,23.282,16.553,13.053,CSCO
Cash flow to debt ratio,1.390,1.341,1.058,0.642,0.534,CSCO
Company equity multiplier,2.363,2.362,2.501,2.913,2.518,CSCO
Receivables turnover,4.898,4.910,4.685,4.903,4.310,CSCO
Payables turnover,8.465,7.588,7.943,9.343,9.834,CSCO
Inventory turnover,7.519,11.497,13.743,13.910,10.143,CSCO
Fixed asset turnover,25.817,21.308,20.098,18.610,16.411,CSCO
Asset turnover,0.548,0.511,0.520,0.531,0.453,CSCO
Operating cash flow per share,3.172,3.660,3.642,3.582,2.825,CSCO
Free cash flow per share,3.057,3.496,3.460,3.377,2.653,CSCO
Cash per share,4.620,5.807,6.945,7.561,9.623,CSCO
Payout ratio,0.527,0.582,0.536,0.514,54.255,CSCO
Operating cash flow sales ratio,0.257,0.310,0.313,0.305,0.277,CSCO
Free cash flow operating cash flow ratio,0.964,0.955,0.950,0.943,0.939,CSCO
Cash flow coverage ratios,1.390,1.341,1.058,0.642,0.534,CSCO
Short term coverage ratios,12.035,6.162,5.133,1.553,2.609,CSCO
Capital expenditure coverage ratio,-27.727,-22.332,-20.034,-17.416,-16.386,CSCO
Dividend paid and capex coverage ratio,2.301,2.825,2.941,3.122,2.662,CSCO
Dividend payout ratio,0.527,0.582,0.536,0.514,54.255,CSCO
Price book value ratio,4.757,5.664,5.183,7.441,4.766,CSCO
Price to book ratio,4.757,5.664,5.183,7.441,4.766,CSCO
Price to sales ratio,3.670,4.693,3.987,4.813,4.174,CSCO
Price earnings ratio,16.017,22.073,17.527,21.496,1.872 K,CSCO
Price to free cash flows ratio,14.840,15.836,13.411,16.741,16.047,CSCO
Price to operating cash flows ratio,14.305,15.127,12.742,15.780,15.067,CSCO
Price cash flow ratio,14.305,15.127,12.742,15.780,15.067,CSCO
Price earnings to growth ratio,1.256,-4.178,23.048,0.002,-18.916,CSCO
Price sales ratio,3.670,4.693,3.987,4.813,4.174,CSCO
Dividend yield,0.033,0.026,0.031,0.024,0.029,CSCO
Enterprise value multiple,11.406,14.359,11.834,14.886,13.759,CSCO
Price fair value,4.757,5.664,5.183,7.441,4.766,CSCO
