,2023,2022,2021,2020,2019,ticker
Current ratio,1.507,1.343,1.354,1.204,2.049,DLTR
Quick ratio,0.152,0.236,0.380,0.184,0.250,DLTR
Cash ratio,0.152,0.236,0.380,0.152,0.201,DLTR
Days of sales outstanding,0,0,0,1.752,1.614,DLTR
Days of inventory outstanding,102.545,85.777,70.586,77.581,81.296,DLTR
Operating cycle,102.545,85.777,70.586,79.333,82.910,DLTR
Days of payables outstanding,35.750,37.007,30.494,29.440,32.564,DLTR
Cash conversion cycle,66.795,48.770,40.092,49.893,50.345,DLTR
Gross profit margin,0.315,0.294,0.305,0.298,0.304,DLTR
Operating profit margin,0.079,0.069,0.074,0.053,0.078,DLTR
Pretax profit margin,0.074,0.062,0.068,0.047,-0.057,DLTR
Net profit margin,0.057,0.050,0.053,0.035,-0.070,DLTR
Effective tax rate,0.235,0.186,0.229,0.247,-0.215,DLTR
Return on assets,0.070,0.061,0.065,0.042,-0.118,DLTR
Return on equity,0.185,0.172,0.184,0.132,-0.282,DLTR
Return on capital employed,0.119,0.103,0.111,0.079,0.157,DLTR
Net income per EBT,0.765,0.814,0.771,0.753,1.215,DLTR
Ebt per ebit,0.944,0.901,0.922,0.870,-0.732,DLTR
Ebit per revenue,0.079,0.069,0.074,0.053,0.078,DLTR
Debt ratio,0.620,0.645,0.648,0.680,0.582,DLTR
Debt equity ratio,1.157,1.292,1.323,1.604,0.756,DLTR
Long term debt to capitalization,0.498,0.526,0.532,0.576,0.430,DLTR
Total debt to capitalization,0.536,0.564,0.570,0.616,0.430,DLTR
Interest coverage,17.848,10.125,12.817,7.787,4.831,DLTR
Cash flow to debt ratio,0.159,0.144,0.282,0.186,0.414,DLTR
Company equity multiplier,2.631,2.814,2.841,3.130,2.393,DLTR
Receivables turnover,0,0,0,208.392,226.197,DLTR
Payables turnover,10.210,9.863,11.970,12.398,11.209,DLTR
Inventory turnover,3.559,4.255,5.171,4.705,4.490,DLTR
Fixed asset turnover,2.479,2.414,2.443,2.336,6.624,DLTR
Asset turnover,1.231,1.212,1.233,1.206,1.690,DLTR
Operating cash flow per share,7.235,6.281,11.490,7.883,7.423,DLTR
Free cash flow per share,1.617,1.793,7.688,3.512,3.989,DLTR
Cash per share,2.880,4.322,5.993,2.273,1.774,DLTR
Payout ratio,0,0,0,0,0,DLTR
Operating cash flow sales ratio,0.057,0.054,0.106,0.079,0.077,DLTR
Free cash flow operating cash flow ratio,0.224,0.286,0.669,0.446,0.537,DLTR
Cash flow coverage ratios,0.159,0.144,0.282,0.186,0.414,DLTR
Short term coverage ratios,1.114,1.017,2.015,1.223,0,DLTR
Capital expenditure coverage ratio,-1.288,-1.400,-3.022,-1.804,-2.161,DLTR
Dividend paid and capex coverage ratio,-1.288,-1.400,-3.022,-1.804,-2.161,DLTR
Dividend payout ratio,0,0,0,0,0,DLTR
Price book value ratio,3.835,3.794,3.299,3.302,4.076,DLTR
Price to book ratio,3.835,3.794,3.299,3.302,4.076,DLTR
Price to sales ratio,1.185,1.113,0.942,0.875,1.008,DLTR
Price earnings ratio,20.777,22.052,17.909,24.973,-14.460,DLTR
Price to free cash flows ratio,92.971,71.649,13.223,24.791,24.241,DLTR
Price to operating cash flows ratio,20.784,20.456,8.847,11.046,13.025,DLTR
Price cash flow ratio,20.784,20.456,8.847,11.046,13.025,DLTR
Price earnings to growth ratio,0.859,8.350,0.285,0.164,0.075,DLTR
Price sales ratio,1.185,1.113,0.942,0.875,1.008,DLTR
Dividend yield,0,0,0,0,0,DLTR
Enterprise value multiple,14.331,15.143,12.533,13.584,-84.447,DLTR
Price fair value,3.835,3.794,3.299,3.302,4.076,DLTR
