,2023,2022,2021,2020,2019,ticker
Current ratio,3.091,2.691,3.303,3.432,3.609,LRCX
Quick ratio,1.943,1.746,2.482,2.785,2.904,LRCX
Cash ratio,1.195,0.772,1.252,1.554,1.542,LRCX
Days of sales outstanding,0,91.400,75.525,76.203,55.033,LRCX
Days of inventory outstanding,0,154.747,125.510,127.576,106.164,LRCX
Days of payables outstanding,0,39.453,38.723,39.775,25.957,LRCX
Gross profit margin,0,0.457,0.465,0.459,0.451,LRCX
Operating profit margin,0,0.312,0.306,0.266,0.255,LRCX
Pretax profit margin,0,0.301,0.299,0.256,0.253,LRCX
Net profit margin,0,0.267,0.267,0.224,0.227,LRCX
Effective tax rate,0,0.113,0.106,0.126,0.104,LRCX
Net income per EBT,0,0.887,0.894,0.874,0.896,LRCX
Ebt per ebit,0,0.965,0.975,0.963,0.993,LRCX
Ebit per revenue,0,0.312,0.306,0.266,0.255,LRCX
Debt ratio,0.563,0.635,0.621,0.644,0.606,LRCX
Debt equity ratio,0.594,0.797,0.830,1.121,0.951,LRCX
Long term debt to capitalization,0.373,0.443,0.453,0.490,0.447,LRCX
Total debt to capitalization,0.373,0.444,0.454,0.529,0.487,LRCX
Interest coverage,0,29.129,21.487,15.069,21.019,LRCX
Company equity multiplier,2.289,2.739,2.637,2.809,2.541,LRCX
Payables turnover,0,9.252,9.426,9.177,14.062,LRCX
Operating cash flow per share,0,22.157,24.986,14.684,20.829,LRCX
Free cash flow per share,0,18.253,22.555,13.281,18.839,LRCX
Cash per share,0,26.146,39.894,46.337,35.620,LRCX
Payout ratio,0,0.177,0.186,0.292,0.310,LRCX
Operating cash flow sales ratio,0,0.180,0.245,0.212,0.329,LRCX
Free cash flow operating cash flow ratio,0,0.824,0.903,0.904,0.904,LRCX
Short term coverage ratios,0,419.953,316.166,2.532,4.761,LRCX
Capital expenditure coverage ratio,0,-5.677,-10.278,-10.463,-10.465,LRCX
Dividend paid and capex coverage ratio,0,11.512,9.495,4.688,8.473,LRCX
Dividend payout ratio,0,0.177,0.186,0.292,0.310,LRCX
Price book value ratio,0,10.023,15.415,8.618,6.177,LRCX
Price to book ratio,0,10.023,15.415,8.618,6.177,LRCX
Price to sales ratio,0,3.653,6.352,4.447,3.022,LRCX
Price earnings ratio,0,13.664,23.771,19.838,13.313,LRCX
Price to free cash flows ratio,0,24.641,28.684,23.226,10.157,LRCX
Price to operating cash flows ratio,0,20.301,25.893,21.007,9.186,LRCX
Price cash flow ratio,0,20.301,25.893,21.007,9.186,LRCX
Price earnings to growth ratio,0,0.653,0.317,2.416,-5.447,LRCX
Price sales ratio,0,3.653,6.352,4.447,3.022,LRCX
Enterprise value multiple,0,11.269,19.522,15.486,10.817,LRCX
Price fair value,0,10.023,15.415,8.618,6.177,LRCX
