,ticker,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Cash and cash equivalents(figures in $M),F,25134.0,20540.0,25243.0,17504.0
Other short-term investments(figures in $M),F,18936.0,29053.0,24718.0,17147.0
Total cash(figures in $M),F,44070.0,49593.0,49961.0,34651.0
Net receivables(figures in $M),F,54449.0,43913.0,52394.0,62888.0
Inventory(figures in $M),F,14080.0,12065.0,10808.0,10786.0
Other current assets(figures in $M),F,3780.0,3425.0,3534.0,3339.0
Total current assets(figures in $M),F,116476.0,108996.0,116744.0,114047.0
"Gross property, plant and equipment(figures in $M)",F,96052.0,95842.0,97882.0,96719.0
Accumulated depreciation(figures in $M),F,-36015.0,-32342.0,-32848.0,-31020.0
"Net property, plant and equipment(figures in $M)",F,60037.0,63500.0,65034.0,65699.0
Equity and other investments(figures in $M),F,2798.0,4545.0,4901.0,2519.0
Goodwill(figures in $M),F,0.0,619.0,258.0,278.0
Intangible assets(figures in $M),F,2350.0,111.0,144.0,188.0
Other long-term assets(figures in $M),F,11118.0,14212.0,12480.0,10240.0
Total non-current assets(figures in $M),F,139408.0,148039.0,150517.0,144490.0
Total assets(figures in $M),F,255884.0,257035.0,267261.0,258537.0
Current debt(figures in $M),F,50164.0,49692.0,51343.0,53946.0
Accounts payable(figures in $M),F,25605.0,22349.0,22204.0,20673.0
Accrued liabilities(figures in $M),F,935.0,888.0,1215.0,1128.0
Deferred revenues(figures in $M),F,2404.0,2349.0,2161.0,2091.0
Other current liabilities(figures in $M),F,14809.0,12883.0,17662.0,17553.0
Total current liabilities(figures in $M),F,96866.0,90727.0,97192.0,98132.0
Long-term debt(figures in $M),F,88805.0,88400.0,110341.0,101361.0
Deferred tax liabilities(figures in $M),F,1549.0,1581.0,538.0,490.0
Deferred revenues(figures in $M),F,4883.0,4683.0,4559.0,4191.0
Other long-term liabilities(figures in $M),F,8876.0,6601.0,4781.0,3364.0
Total non-current liabilities(figures in $M),F,115851.0,117686.0,139258.0,127175.0
Total liabilities(figures in $M),F,212717.0,208413.0,236450.0,225307.0
Common stock(figures in $M),F,42.0,41.0,41.0,41.0
Retained earnings(figures in $M),F,31754.0,35769.0,18243.0,20320.0
Accumulated other comprehensive income(figures in $M),F,-9339.0,-8339.0,-8294.0,-7728.0
Total stockholders' equity(figures in $M),F,43242.0,48519.0,30690.0,33185.0
Total liabilities and stockholders' equity(figures in $M),F,255884.0,257035.0,267261.0,258537.0
