,2022,2021,2020,2019,2018,ticker
Current ratio,1.145,1.130,1.318,0.757,1.048,KO
Quick ratio,0.766,0.809,0.963,0.562,0.662,KO
Cash ratio,0.483,0.485,0.465,0.240,0.305,KO
Days of sales outstanding,29.596,33.162,34.760,38.894,38.911,KO
Days of inventory outstanding,85.836,81.143,88.743,84.365,85.777,KO
Operating cycle,115.432,114.305,123.503,123.259,124.687,KO
Days of payables outstanding,319.355,347.459,302.831,282.432,77.466,KO
Cash conversion cycle,-203.923,-233.155,-179.328,-159.173,47.222,KO
Gross profit margin,0.581,0.603,0.593,0.608,0.631,KO
Operating profit margin,0.254,0.363,0.273,0.271,0.273,KO
Pretax profit margin,0.272,0.321,0.295,0.289,0.262,KO
Net profit margin,0.222,0.253,0.235,0.239,0.202,KO
Effective tax rate,0.181,0.211,0.203,0.167,0.194,KO
Return on assets,0.103,0.104,0.089,0.103,0.077,KO
Return on equity,0.396,0.425,0.401,0.470,0.379,KO
Return on capital employed,0.149,0.188,0.124,0.170,0.161,KO
Net income per EBT,0.817,0.786,0.795,0.827,0.771,KO
Ebt per ebit,1.071,0.886,1.084,1.069,0.960,KO
Ebit per revenue,0.254,0.363,0.273,0.271,0.273,KO
Debt ratio,0.722,0.737,0.756,0.756,0.771,KO
Debt equity ratio,1.624,1.859,2.217,2.253,2.565,KO
Long term debt to capitalization,0.601,0.624,0.675,0.592,0.599,KO
Total debt to capitalization,0.619,0.650,0.689,0.693,0.719,KO
Interest coverage,12.368,8.780,6.261,10.662,9.467,KO
Cash flow to debt ratio,0.281,0.295,0.230,0.245,0.175,KO
Company equity multiplier,3.848,4.103,4.523,4.551,4.901,KO
Receivables turnover,12.333,11.007,10.501,9.385,9.380,KO
Payables turnover,1.143,1.050,1.205,1.292,4.712,KO
Inventory turnover,4.252,4.498,4.113,4.326,4.255,KO
Fixed asset turnover,4.370,3.897,3.063,3.438,3.870,KO
Asset turnover,0.464,0.410,0.378,0.431,0.383,KO
Operating cash flow per share,2.546,2.926,2.292,2.449,1.791,KO
Free cash flow per share,2.203,2.609,2.018,1.968,1.475,KO
Cash per share,2.687,2.926,2.541,2.613,3.748,KO
Payout ratio,0.798,0.742,0.910,0.767,1.033,KO
Operating cash flow sales ratio,0.256,0.327,0.298,0.281,0.239,KO
Free cash flow operating cash flow ratio,0.865,0.892,0.880,0.804,0.823,KO
Cash flow coverage ratios,0.281,0.295,0.230,0.245,0.175,KO
Short term coverage ratios,3.975,2.718,3.690,0.687,0.419,KO
Capital expenditure coverage ratio,-7.425,-9.236,-8.364,-5.098,-5.662,KO
Dividend paid and capex coverage ratio,1.797,2.145,1.677,2.186,1.440,KO
Dividend payout ratio,0.798,0.742,0.910,0.767,1.033,KO
Price book value ratio,11.421,11.109,12.205,12.469,11.876,KO
Price to book ratio,11.421,11.109,12.205,12.469,11.876,KO
Price to sales ratio,6.402,6.610,7.134,6.351,6.330,KO
Price earnings ratio,28.852,26.148,30.404,26.533,31.343,KO
Price to free cash flows ratio,28.876,22.694,27.176,28.119,32.112,KO
Price to operating cash flows ratio,24.987,20.237,23.927,22.603,26.441,KO
Price cash flow ratio,24.987,20.237,23.927,22.603,26.441,KO
Price earnings to growth ratio,-10.868,1.023,-2.191,0.691,0.075,KO
Price sales ratio,6.402,6.610,7.134,6.351,6.330,KO
Dividend yield,0.028,0.028,0.030,0.029,0.033,KO
Enterprise value multiple,22.052,18.649,21.344,20.841,23.484,KO
Price fair value,11.421,11.109,12.205,12.469,11.876,KO
