,2022,2021,2020,2019,2018,ticker
Current ratio,89.560,479.685,65.315,86.256,0.059,CINF
Quick ratio,89.560,530.926,65.315,86.256,0.234,CINF
Cash ratio,25.280,21.093,16.667,19.667,0.059,CINF
Days of sales outstanding,178.910,108.590,127.237,119.625,157.354,CINF
Days of inventory outstanding,0,0,0,0,0,CINF
Days of payables outstanding,0,0,0,0,0,CINF
Gross profit margin,0.996,1,1,1,0,CINF
Operating profit margin,-0.098,0.387,0.206,0.319,0,CINF
Pretax profit margin,-0.106,0.381,0.199,0.312,0.046,CINF
Net profit margin,-0.074,0.306,0.161,0.252,0.053,CINF
Effective tax rate,0.299,0.197,0.189,0.192,-0.143,CINF
Return on assets,-0.016,0.094,0.044,0.079,0.081,CINF
Return on equity,-0.046,0.225,0.113,0.202,0.037,CINF
Return on capital employed,-0.022,0.119,0.056,0.100,0,CINF
Net income per EBT,0.701,0.803,0.811,0.808,1.143,CINF
Ebt per ebit,1.083,0.986,0.965,0.979,0,CINF
Ebit per revenue,-0.098,0.387,0.206,0.319,0,CINF
Debt ratio,0.646,0.582,0.608,0.612,3.962,CINF
Debt equity ratio,0.085,0.068,0.083,0.090,0.105,CINF
Long term debt to capitalization,0.074,0.060,0.073,0.079,0.091,CINF
Total debt to capitalization,0.078,0.064,0.077,0.082,0.095,CINF
Interest coverage,-12.075,70.245,28.759,47.642,0,CINF
Cash flow to debt ratio,2.303,2.208,1.659,1.365,1.440,CINF
Company equity multiplier,2.824,2.395,2.553,2.576,0.454,CINF
Receivables turnover,2.040,3.361,2.869,3.051,2.320,CINF
Payables turnover,0,0,0,0,0,CINF
Inventory turnover,0,0,0,0,0,CINF
Fixed asset turnover,32.460,46.976,35.380,38.280,27.728,CINF
Asset turnover,0.221,0.307,0.274,0.312,1.519,CINF
Operating cash flow per share,12.922,12.299,9.257,7.404,7.242,CINF
Free cash flow per share,12.827,12.206,9.133,7.257,7.120,CINF
Cash per share,7.960,160.208,5.588,4.701,4.808,CINF
Payout ratio,-0.870,0.134,0.308,0.178,1.171,CINF
Operating cash flow sales ratio,0.313,0.206,0.198,0.152,0.218,CINF
Free cash flow operating cash flow ratio,0.993,0.992,0.987,0.980,0.983,CINF
Cash flow coverage ratios,2.303,2.208,1.659,1.365,1.440,CINF
Short term coverage ratios,41.040,36.685,27.611,30.974,36.906,CINF
Capital expenditure coverage ratio,-136.800,-132.067,-74.550,-50.333,-59.050,CINF
Dividend paid and capex coverage ratio,5.029,5.213,4.200,3.650,3.737,CINF
Dividend payout ratio,-0.870,0.134,0.308,0.178,1.171,CINF
Price book value ratio,1.544,1.400,1.304,1.739,1.612,CINF
Price to book ratio,1.544,1.400,1.304,1.739,1.612,CINF
Price to sales ratio,2.480,1.906,1.867,2.165,2.335,CINF
Price earnings ratio,-33.456,6.229,11.572,8.591,43.989,CINF
Price to free cash flows ratio,7.982,9.334,9.566,14.490,10.874,CINF
Price to operating cash flows ratio,7.924,9.263,9.438,14.202,10.690,CINF
Price cash flow ratio,7.924,9.263,9.438,14.202,10.690,CINF
Price earnings to growth ratio,0.287,0.044,-0.302,0.014,-0.608,CINF
Price sales ratio,2.480,1.906,1.867,2.165,2.335,CINF
Dividend yield,0.026,0.022,0.027,0.021,0.027,CINF
Enterprise value multiple,-30.968,4.746,8.611,6.651,34.498,CINF
Price fair value,1.544,1.400,1.304,1.739,1.612,CINF
