,ticker,ttm,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Total revenue(figures in $M),CINF,6557.0,6557.0,9630.0,7536.0,7924.0
Interest expense(figures in $M),CINF,53.0,53.0,53.0,54.0,53.0
Total other income/expenses net(figures in $M),CINF,10.0,10.0,10.0,10.0,9.0
Income before tax(figures in $M),CINF,-693.0,-693.0,3670.0,1499.0,2472.0
Income tax expense(figures in $M),CINF,-207.0,-207.0,724.0,283.0,475.0
Income from continuing operations(figures in $M),CINF,-486.0,-486.0,2946.0,1216.0,1997.0
Net income(figures in $M),CINF,-486.0,-486.0,2946.0,1216.0,1997.0
Net income available to common shareholders(figures in $M),CINF,-486.0,-486.0,2946.0,1216.0,1997.0
Basic EPS(figures in $M),CINF,,-3.06e-06,1.829e-05,7.55e-06,1.224e-05
Diluted EPS(figures in $M),CINF,,-3.06e-06,1.8100000000000003e-05,7.49e-06,1.21e-05
Basic average shares(figures in $M),CINF,,158.8,161.072,161.06,163.154
Diluted average shares(figures in $M),CINF,,158.8,162.7,162.4,165.1
