,2022,2021,2020,2019,2018,ticker
Current ratio,30.127,0,0,2.934,0.115,ALL
Quick ratio,61.347,0,0,2.934,0.228,ALL
Cash ratio,1.907,0,0,0.049,0.006,ALL
Days of sales outstanding,133.265,39.480 K,127.930,128.132,144.102,ALL
Days of inventory outstanding,0,0,0,0,0,ALL
Days of payables outstanding,0,0,0,0,0,ALL
Gross profit margin,0.855,1,1,1,0,ALL
Operating profit margin,-0.029,18.929,0.162,0.144,0,ALL
Pretax profit margin,-0.036,37.929,0.155,0.136,0.069,ALL
Net profit margin,-0.027,30.347,0.124,0.108,0.057,ALL
Effective tax rate,0.266,0.200,0.199,0.204,0.179,ALL
Return on assets,-0.014,0.052,0.044,0.040,0.020,ALL
Return on equity,-0.078,0.205,0.185,0.186,0.106,ALL
Return on capital employed,-0.015,0.032,0.058,0.057,0,ALL
Net income per EBT,0.734,0.800,0.801,0.796,0.821,ALL
Ebt per ebit,1.264,2.004,0.956,0.949,0,ALL
Ebit per revenue,-0.029,18.929,0.162,0.144,0,ALL
Debt ratio,0.823,0.747,0,0.783,0.810,ALL
Debt equity ratio,0.456,0.317,0.259,0.255,0.303,ALL
Long term debt to capitalization,0.313,0.241,0.206,0.203,0.232,ALL
Total debt to capitalization,0.313,0.241,0.206,0.203,0.232,ALL
Interest coverage,-4.388,9.752,22.884,19.621,0,ALL
Cash flow to debt ratio,0.643,0.641,0.702,0.773,0.802,ALL
Company equity multiplier,5.606,3.949,4.169,4.614,5.267,ALL
Receivables turnover,2.739,0.009,2.853,2.849,2.533,ALL
Payables turnover,0,0,0,0,0,ALL
Inventory turnover,0,0,0,0,0,ALL
Fixed asset turnover,52.089,0.181,42.376,39.017,38.100,ALL
Asset turnover,0.525,0.002,0.356,0.372,0.355,ALL
Operating cash flow per share,18.883,17.354,17.622,15.628,14.879,ALL
Free cash flow per share,17.334,16.184,16.634,14.308,14.083,ALL
Cash per share,18.101,16.187,26.242,13.998,10.138,ALL
Payout ratio,-0.756,0.194,0.139,0.162,0.332,ALL
Operating cash flow sales ratio,0.100,30.094,0.123,0.115,0.130,ALL
Free cash flow operating cash flow ratio,0.918,0.933,0.944,0.916,0.946,ALL
Cash flow coverage ratios,0.643,0.641,0.702,0.773,0.802,ALL
Short term coverage ratios,0,0,0,0,0,ALL
Capital expenditure coverage ratio,-12.193,-14.829,-17.828,-11.845,-18.682,ALL
Dividend paid and capex coverage ratio,8.381,7.823,11.733,14.489,10.987,ALL
Dividend payout ratio,-0.756,0.194,0.139,0.162,0.332,ALL
Price book value ratio,2.104,1.377,1.134,1.420,1.348,ALL
Price to book ratio,2.104,1.377,1.134,1.420,1.348,ALL
Price to sales ratio,0.715,204.019,0.765,0.826,0.722,ALL
Price earnings ratio,-26.961,6.723,6.143,7.614,12.761,ALL
Price to free cash flows ratio,7.823,7.270,6.609,7.859,5.867,ALL
Price to operating cash flows ratio,7.181,6.779,6.238,7.196,5.553,ALL
Price cash flow ratio,7.181,6.779,6.238,7.196,5.553,ALL
Price earnings to growth ratio,0.209,-39.284,0.267,0.052,-0.400,ALL
Price sales ratio,0.715,204.019,0.765,0.826,0.722,ALL
Dividend yield,0.028,0.029,0.023,0.021,0.026,ALL
Enterprise value multiple,-39.394,11.657,5.639,6.603,9.671,ALL
Price fair value,2.104,1.377,1.134,1.420,1.348,ALL
