,ticker,ttm,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Total revenue(figures in $M),ALL,51412.0,51412.0,50588.0,44791.0,44675.0
Interest expense(figures in $M),ALL,335.0,335.0,330.0,318.0,327.0
Total other income/expenses net(figures in $M),ALL,2344.0,2344.0,2172.0,1065.0,1054.0
Income before tax(figures in $M),ALL,-1858.0,-1858.0,6448.0,6959.0,6089.0
Income tax expense(figures in $M),ALL,-494.0,-494.0,1289.0,1383.0,1242.0
Income from continuing operations(figures in $M),ALL,-1364.0,-1364.0,5159.0,5576.0,4847.0
Net income(figures in $M),ALL,-1311.0,-1311.0,1599.0,5576.0,4847.0
Net income available to common shareholders(figures in $M),ALL,-1416.0,-1416.0,1485.0,5461.0,4678.0
Basic EPS(figures in $M),ALL,,-5.22e-06,5.04e-06,1.753e-05,1.425e-05
Diluted EPS(figures in $M),ALL,,-5.22e-06,4.96e-06,1.731e-05,1.403e-05
Basic average shares(figures in $M),ALL,,271.2,294.8,311.6,328.2
Diluted average shares(figures in $M),ALL,,271.2,299.1,315.5,333.5
