,ticker,ttm,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Total revenue(figures in $M),CMCSA,121427.0,121427.0,116385.0,103564.0,108942.0
Cost of revenue(figures in $M),CMCSA,38213.0,38213.0,38450.0,33121.0,34440.0
Gross profit(figures in $M),CMCSA,83214.0,83214.0,77935.0,70443.0,74502.0
Selling general and administrative(figures in $M),CMCSA,8506.0,8506.0,7695.0,6741.0,7617.0
Total operating expenses(figures in $M),CMCSA,60590.0,60590.0,57118.0,52950.0,53377.0
Operating income or loss(figures in $M),CMCSA,22624.0,22624.0,20817.0,17493.0,21125.0
Interest expense(figures in $M),CMCSA,3896.0,3896.0,4281.0,4588.0,4567.0
Total other income/expenses net(figures in $M),CMCSA,-9443.0,-9443.0,2556.0,1160.0,438.0
Income before tax(figures in $M),CMCSA,9284.0,9284.0,19093.0,14065.0,16996.0
Income tax expense(figures in $M),CMCSA,4359.0,4359.0,5259.0,3364.0,3673.0
Income from continuing operations(figures in $M),CMCSA,4925.0,4925.0,13834.0,10701.0,13323.0
Net income(figures in $M),CMCSA,5370.0,5370.0,14159.0,10534.0,13057.0
Net income available to common shareholders(figures in $M),CMCSA,5370.0,5370.0,14159.0,10534.0,13057.0
Basic EPS(figures in $M),CMCSA,,,3.12e-06,2.3e-06,2.87e-06
Diluted EPS(figures in $M),CMCSA,,,3.04e-06,2.2799999999999998e-06,2.83e-06
Basic average shares(figures in $M),CMCSA,,,4533.23,4580.656,4553.035
Diluted average shares(figures in $M),CMCSA,,,4654.0,4624.0,4610.0
EBITDA(figures in $M),CMCSA,,27001.0,37178.0,31753.0,34516.0
