,2022,2021,2020,2019,2018,ticker
Current ratio,2.816,5.089,3.909,2.975,0,JPM
Quick ratio,2.816,5.427,3.909,2.975,0,JPM
Cash ratio,1.648,3.326,1.899,1.049,0,JPM
Days of sales outstanding,556.084,-1.619 M,519.466,387.097,245.054,JPM
Days of inventory outstanding,0,0,0,0,0,JPM
Days of payables outstanding,0,0,0,0,0,JPM
Gross profit margin,1,1,1,1,0,JPM
Operating profit margin,0.562,-1.809 K,0.380,0.617,0,JPM
Pretax profit margin,0.359,-1.655 K,0.296,0.385,0.374,JPM
Net profit margin,0.293,-1.343 K,0.244,0.315,0.298,JPM
Effective tax rate,0.184,0.189,0.177,0.182,0.203,JPM
Return on assets,0.010,0.013,0.009,0.014,0.012,JPM
Return on equity,0.129,0.164,0.104,0.139,0.127,JPM
Return on capital employed,0.022,0.018,0.015,0.029,0,JPM
Net income per EBT,0.816,0.811,0.823,0.818,0.797,JPM
Ebt per ebit,0.639,0.915,0.780,0.624,0,JPM
Ebit per revenue,0.562,-1.809 K,0.380,0.617,0,JPM
Debt ratio,0.920,0.921,0.917,0.903,0.902,JPM
Debt equity ratio,1.597,1.595,1.527,1.561,1.370,JPM
Long term debt to capitalization,0.591,0.586,0.577,0.584,0.524,JPM
Total debt to capitalization,0.615,0.615,0.604,0.610,0.578,JPM
Interest coverage,2.769,11.726,4.555,2.662,0,JPM
Cash flow to debt ratio,0.230,0.166,-0.187,0.015,0.040,JPM
Company equity multiplier,12.540,12.728,12.121,10.283,10.224,JPM
Receivables turnover,0.656,-0.000,0.703,0.943,1.489,JPM
Payables turnover,0,0,0,0,0,JPM
Inventory turnover,0,0,0,0,0,JPM
Fixed asset turnover,4.640,-0.001,4.410,4.479,7.301,JPM
Asset turnover,0.035,-0.000,0.035,0.043,0.042,JPM
Operating cash flow per share,36.118,25.843,-25.925,1.877,4.177,JPM
Free cash flow per share,36.118,25.843,-25.925,1.877,4.177,JPM
Cash per share,260.669,347.297,297.102,193.999,149.920,JPM
Payout ratio,0.360,0.266,0.436,0.339,0.311,JPM
Operating cash flow sales ratio,0.832,-2.169 K,-0.668,0.052,0.130,JPM
Free cash flow operating cash flow ratio,1,1,1,1,1,JPM
Cash flow coverage ratios,0.230,0.166,-0.187,0.015,0.040,JPM
Short term coverage ratios,2.433,1.457,-1.768,0.148,0.205,JPM
Capital expenditure coverage ratio,0,0,0,0,0,JPM
Dividend paid and capex coverage ratio,7.898,6.073,-6.297,0.490,1.403,JPM
Dividend payout ratio,0.360,0.266,0.436,0.339,0.311,JPM
Price book value ratio,1.360,1.627,1.402,1.718,1.293,JPM
Price to book ratio,1.360,1.627,1.402,1.718,1.293,JPM
Price to sales ratio,3.090,-13.290 K,3.276,3.884,3.041,JPM
Price earnings ratio,10.556,9.899,13.445,12.327,10.210,JPM
Price to free cash flows ratio,3.713,6.127,-4.902,74.277,23.370,JPM
Price to operating cash flows ratio,3.713,6.127,-4.902,74.277,23.370,JPM
Price cash flow ratio,3.713,6.127,-4.902,74.277,23.370,JPM
Price earnings to growth ratio,-0.494,0.135,-0.777,0.652,0.241,JPM
Price sales ratio,3.090,-13.290 K,3.276,3.884,3.041,JPM
Dividend yield,0.034,0.027,0.032,0.027,0.030,JPM
Enterprise value multiple,3.747,2.831,5.382,7.445,5.696,JPM
Price fair value,1.360,1.627,1.402,1.718,1.293,JPM
