,ticker,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Cash and cash equivalents(figures in $M),XRAY,365.0,339.0,438.0,404.9
Total cash(figures in $M),XRAY,365.0,339.0,438.0,404.9
Net receivables(figures in $M),XRAY,632.0,747.0,673.0,782.0
Inventory(figures in $M),XRAY,627.0,504.0,466.0,561.7
Other current assets(figures in $M),XRAY,269.0,83.0,66.0,100.7
Total current assets(figures in $M),XRAY,1893.0,1837.0,1791.0,1999.9
"Gross property, plant and equipment(figures in $M)",XRAY,961.0,966.0,967.0,961.7
Accumulated depreciation(figures in $M),XRAY,-1312.0,-1308.0,-1392.0,-1232.6
"Net property, plant and equipment(figures in $M)",XRAY,961.0,966.0,967.0,961.7
Goodwill(figures in $M),XRAY,2688.0,3976.0,3986.0,3396.5
Intangible assets(figures in $M),XRAY,1903.0,2319.0,2504.0,2176.3
Other long-term assets(figures in $M),XRAY,198.0,122.0,94.0,68.5
Total non-current assets(figures in $M),XRAY,5750.0,7383.0,7551.0,6603.0
Total assets(figures in $M),XRAY,7643.0,9220.0,9342.0,8602.9
Current debt(figures in $M),XRAY,118.0,182.0,299.0,2.3
Accounts payable(figures in $M),XRAY,279.0,268.0,305.0,307.9
Taxes payable(figures in $M),XRAY,46.0,57.0,60.0,56.1
Accrued liabilities(figures in $M),XRAY,727.0,679.0,653.0,629.2
Deferred revenues(figures in $M),XRAY,84.0,51.0,41.0,29.2
Other current liabilities(figures in $M),XRAY,19.0,3.0,32.0,2.8
Total current liabilities(figures in $M),XRAY,1170.0,1186.0,1317.0,995.5
Long-term debt(figures in $M),XRAY,1826.0,1913.0,1978.0,1433.1
Deferred tax liabilities(figures in $M),XRAY,287.0,408.0,393.0,479.6
Other long-term liabilities(figures in $M),XRAY,399.0,525.0,554.0,480.3
Total non-current liabilities(figures in $M),XRAY,2661.0,2991.0,3055.0,2512.5
Total liabilities(figures in $M),XRAY,3831.0,4177.0,4372.0,3508.0
Common stock(figures in $M),XRAY,3.0,3.0,3.0,2.6
Retained earnings(figures in $M),XRAY,456.0,1560.0,1233.0,1404.2
Accumulated other comprehensive income(figures in $M),XRAY,-628.0,-592.0,-464.0,-599.7
Total stockholders' equity(figures in $M),XRAY,3812.0,5043.0,4970.0,5094.9
Total liabilities and stockholders' equity(figures in $M),XRAY,7643.0,9220.0,9342.0,8602.9
