,ticker,ttm,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Total revenue(figures in $M),XRAY,3922.0,3922.0,4251.0,3342.0,4029.2
Cost of revenue(figures in $M),XRAY,1795.0,1795.0,1890.0,1685.0,1864.1
Gross profit(figures in $M),XRAY,2127.0,2127.0,2361.0,1657.0,2165.1
Research development(figures in $M),XRAY,174.0,174.0,171.0,,
Selling general and administrative(figures in $M),XRAY,1589.0,1589.0,1551.0,1435.0,1723.5
Total operating expenses(figures in $M),XRAY,1763.0,1763.0,1722.0,1435.0,1723.5
Operating income or loss(figures in $M),XRAY,364.0,364.0,639.0,222.0,441.6
Interest expense(figures in $M),XRAY,60.0,60.0,55.0,48.0,29.4
Total other income/expenses net(figures in $M),XRAY,-1359.0,-1359.0,-17.0,-234.0,-80.7
Income before tax(figures in $M),XRAY,-1055.0,-1055.0,559.0,-60.0,345.4
Income tax expense(figures in $M),XRAY,-105.0,-105.0,138.0,23.0,82.3
Income from continuing operations(figures in $M),XRAY,-950.0,-950.0,421.0,-83.0,263.1
Net income(figures in $M),XRAY,-950.0,-950.0,421.0,-83.0,262.9
Net income available to common shareholders(figures in $M),XRAY,-950.0,-950.0,421.0,-83.0,262.9
Basic EPS(figures in $M),XRAY,,-4.41e-06,1.8799999999999998e-06,-3.3e-07,1.15e-06
Diluted EPS(figures in $M),XRAY,,-4.41e-06,1.87e-06,-3.3e-07,1.1399999999999999e-06
Basic average shares(figures in $M),XRAY,,215.5,218.4,219.2,223.1
Diluted average shares(figures in $M),XRAY,,215.5,220.2,219.2,224.4
EBITDA(figures in $M),XRAY,,-667.0,985.0,556.0,764.4
