,ticker,ttm,2022-06-30,2021-06-30,2020-06-30,2019-06-30
Total revenue(figures in $M),STX,9352.0,11661.0,10681.0,10509.0,10390.0
Cost of revenue(figures in $M),STX,7059.0,8192.0,7764.0,7667.0,7458.0
Gross profit(figures in $M),STX,2293.0,3469.0,2917.0,2842.0,2932.0
Research development(figures in $M),STX,914.0,941.0,903.0,973.0,991.0
Selling general and administrative(figures in $M),STX,544.0,559.0,502.0,473.0,453.0
Total operating expenses(figures in $M),STX,1466.0,1511.0,1417.0,1460.0,1467.0
Operating income or loss(figures in $M),STX,827.0,1958.0,1500.0,1382.0,1465.0
Interest expense(figures in $M),STX,276.0,249.0,220.0,201.0,224.0
Total other income/expenses net(figures in $M),STX,67.0,-32.0,66.0,-169.0,47.0
Income before tax(figures in $M),STX,621.0,1679.0,1348.0,1032.0,1372.0
Income tax expense(figures in $M),STX,3.0,30.0,34.0,28.0,-640.0
Income from continuing operations(figures in $M),STX,618.0,1649.0,1314.0,1004.0,2012.0
Net income(figures in $M),STX,618.0,1649.0,1314.0,1004.0,2012.0
Net income available to common shareholders(figures in $M),STX,618.0,1649.0,1314.0,1004.0,2012.0
Basic EPS(figures in $M),STX,,7.5e-06,5.43e-06,3.83e-06,7.1299999999999995e-06
Diluted EPS(figures in $M),STX,,7.360000000000001e-06,5.36e-06,3.79e-06,7.059999999999999e-06
Basic average shares(figures in $M),STX,,220.0,242.0,262.0,282.0
Diluted average shares(figures in $M),STX,,224.0,245.0,265.0,285.0
EBITDA(figures in $M),STX,,2379.0,1965.0,1612.0,2137.0
