,ticker,2022-06-30,2021-06-30,2020-06-30,2019-06-30
Cash and cash equivalents(figures in $M),STX,615.0,1209.0,1722.0,2220.0
Other short-term investments(figures in $M),STX,0.0,0.0,0.0,2.0
Total cash(figures in $M),STX,615.0,1209.0,1722.0,2220.0
Net receivables(figures in $M),STX,1532.0,1158.0,1115.0,989.0
Inventory(figures in $M),STX,1565.0,1204.0,1142.0,970.0
Other current assets(figures in $M),STX,321.0,208.0,135.0,184.0
Total current assets(figures in $M),STX,4033.0,3779.0,4114.0,4363.0
"Gross property, plant and equipment(figures in $M)",STX,10753.0,10475.0,10315.0,9835.0
Accumulated depreciation(figures in $M),STX,-8420.0,-8197.0,-8083.0,-7966.0
"Net property, plant and equipment(figures in $M)",STX,2239.0,2181.0,2129.0,1869.0
Equity and other investments(figures in $M),STX,0.0,0.0,0.0,0.0
Goodwill(figures in $M),STX,1237.0,1237.0,1237.0,1237.0
Intangible assets(figures in $M),STX,9.0,29.0,58.0,111.0
Other long-term assets(figures in $M),STX,294.0,332.0,272.0,191.0
Total non-current assets(figures in $M),STX,4911.0,4896.0,4816.0,4522.0
Total assets(figures in $M),STX,8944.0,8675.0,8930.0,8885.0
Current debt(figures in $M),STX,584.0,245.0,19.0,0.0
Accounts payable(figures in $M),STX,2058.0,1725.0,1808.0,1420.0
Accrued liabilities(figures in $M),STX,661.0,669.0,671.0,643.0
Total current liabilities(figures in $M),STX,3555.0,2921.0,2722.0,2232.0
Long-term debt(figures in $M),STX,5062.0,4894.0,4156.0,4253.0
Other long-term liabilities(figures in $M),STX,135.0,154.0,181.0,130.0
Total non-current liabilities(figures in $M),STX,5280.0,5123.0,4421.0,4491.0
Total liabilities(figures in $M),STX,8835.0,8044.0,7143.0,6723.0
Common stock(figures in $M),STX,0.0,0.0,0.0,0.0
Retained earnings(figures in $M),STX,-7117.0,-6305.0,-4904.0,-4349.0
Accumulated other comprehensive income(figures in $M),STX,36.0,-41.0,-66.0,-34.0
Total stockholders' equity(figures in $M),STX,109.0,631.0,1787.0,2162.0
Total liabilities and stockholders' equity(figures in $M),STX,8944.0,8675.0,8930.0,8885.0
