,ticker,ttm,2022-10-31,2021-10-31,2020-10-31,2019-10-31
Total revenue(figures in $M),DE,54937.0,52577.0,44024.0,35540.0,39258.0
Cost of revenue(figures in $M),DE,36791.0,35338.0,29116.0,23677.0,26792.0
Gross profit(figures in $M),DE,18146.0,17239.0,14908.0,11863.0,12466.0
Research development(figures in $M),DE,2005.0,1912.0,1587.0,1644.0,1783.0
Selling general and administrative(figures in $M),DE,4083.0,3863.0,3383.0,3477.0,3551.0
Total operating expenses(figures in $M),DE,6645.0,7050.0,6313.0,6733.0,6912.0
Operating income or loss(figures in $M),DE,11501.0,10189.0,8595.0,5130.0,5554.0
Interest expense(figures in $M),DE,1312.0,1062.0,993.0,1247.0,1466.0
Total other income/expenses net(figures in $M),DE,,280.0,106.0,26.0,25.0
Income before tax(figures in $M),DE,10469.0,9127.0,7602.0,3883.0,4088.0
Income tax expense(figures in $M),DE,2294.0,2007.0,1658.0,1082.0,852.0
Income from continuing operations(figures in $M),DE,8183.0,7130.0,5965.0,2753.0,3257.0
Net income(figures in $M),DE,8187.0,7131.0,5963.0,2751.0,3253.0
Net income available to common shareholders(figures in $M),DE,8187.0,7131.0,5963.0,2751.0,3253.0
Basic EPS(figures in $M),DE,,2.3420000000000003e-05,1.914e-05,8.769999999999999e-06,1.028e-05
Diluted EPS(figures in $M),DE,,2.328e-05,1.899e-05,8.69e-06,1.0150000000000001e-05
Basic average shares(figures in $M),DE,,304.5,311.6,313.5,316.5
Diluted average shares(figures in $M),DE,,306.3,314.0,316.6,320.6
EBITDA(figures in $M),DE,,12084.0,10645.0,7248.0,7573.0
