,ticker,ttm,2022-08-31,2021-08-31,2020-08-31,2019-08-31
Total revenue(figures in $M),AZO,16889.626,16252.23,14629.585,12631.967,11863.743
Cost of revenue(figures in $M),AZO,8202.737,7779.58,6911.8,5861.214,5498.742
Gross profit(figures in $M),AZO,8686.889,8472.65,7717.785,6770.753,6365.001
Selling general and administrative(figures in $M),AZO,5404.395,5201.921,4773.258,4353.074,4148.864
Total operating expenses(figures in $M),AZO,5404.395,5201.921,4773.258,4353.074,4148.864
Operating income or loss(figures in $M),AZO,3282.494,3270.729,2944.527,2417.679,2216.137
Interest expense(figures in $M),AZO,235.263,191.638,195.337,201.165,184.804
Income before tax(figures in $M),AZO,3053.279,3079.091,2749.19,2216.514,2031.333
Income tax expense(figures in $M),AZO,634.803,649.487,578.876,483.542,414.112
Income from continuing operations(figures in $M),AZO,2418.476,2429.604,2170.314,1732.972,1617.221
Net income(figures in $M),AZO,2418.476,2429.604,2170.314,1732.972,1617.221
Net income available to common shareholders(figures in $M),AZO,2418.476,2429.604,2170.314,1732.972,1617.221
Basic EPS(figures in $M),AZO,,0.00012083,9.76e-05,7.362e-05,6.478e-05
Diluted EPS(figures in $M),AZO,,0.00011719,9.519e-05,7.193000000000001e-05,6.343e-05
Basic average shares(figures in $M),AZO,,20.107,22.237,23.54,24.966
Diluted average shares(figures in $M),AZO,,20.733,22.799,24.093,25.498
EBITDA(figures in $M),AZO,,3270.729,2944.527,2417.679,2216.137
