,ticker,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Cash and cash equivalents(figures in $M),GLW,1671.0,2148.0,2672.0,2434.0
Total cash(figures in $M),GLW,1671.0,2148.0,2672.0,2434.0
Net receivables(figures in $M),GLW,1721.0,2004.0,2133.0,1836.0
Inventory(figures in $M),GLW,2904.0,2481.0,2438.0,2320.0
Other current assets(figures in $M),GLW,703.0,1026.0,761.0,873.0
Total current assets(figures in $M),GLW,7453.0,7659.0,8004.0,7463.0
"Gross property, plant and equipment(figures in $M)",GLW,30360.0,30514.0,30085.0,28836.0
Accumulated depreciation(figures in $M),GLW,-14147.0,-13969.0,-13663.0,-12995.0
"Net property, plant and equipment(figures in $M)",GLW,16213.0,15804.0,15766.0,15337.0
Equity and other investments(figures in $M),GLW,360.0,318.0,435.0,334.0
Goodwill(figures in $M),GLW,2394.0,2421.0,2460.0,1935.0
Intangible assets(figures in $M),GLW,1029.0,1148.0,1308.0,1185.0
Other long-term assets(figures in $M),GLW,404.0,2046.0,2116.0,1487.0
Total non-current assets(figures in $M),GLW,22046.0,22485.0,22771.0,21435.0
Total assets(figures in $M),GLW,29499.0,30144.0,30775.0,28898.0
Current debt(figures in $M),GLW,224.0,55.0,158.0,11.0
Accounts payable(figures in $M),GLW,1804.0,1612.0,1174.0,1587.0
Taxes payable(figures in $M),GLW,127.0,196.0,173.0,182.0
Accrued liabilities(figures in $M),GLW,727.0,3139.0,2435.0,1923.0
Deferred revenues(figures in $M),GLW,276.0,371.0,363.0,104.0
Other current liabilities(figures in $M),GLW,1906.0,1654.0,1220.0,953.0
Total current liabilities(figures in $M),GLW,5175.0,4806.0,3767.0,3521.0
Long-term debt(figures in $M),GLW,6687.0,6989.0,7838.0,7729.0
Deferred tax liabilities(figures in $M),GLW,243.0,258.0,313.0,325.0
Deferred revenues(figures in $M),GLW,1862.0,1836.0,2020.0,927.0
Other long-term liabilities(figures in $M),GLW,1370.0,5182.0,4995.0,3980.0
Total non-current liabilities(figures in $M),GLW,12049.0,12793.0,13560.0,12380.0
Total liabilities(figures in $M),GLW,17224.0,17599.0,17327.0,15901.0
Common stock(figures in $M),GLW,910.0,907.0,3163.0,3159.0
Retained earnings(figures in $M),GLW,16778.0,16389.0,16120.0,16408.0
Accumulated other comprehensive income(figures in $M),GLW,-1830.0,-1175.0,-740.0,-1171.0
Total stockholders' equity(figures in $M),GLW,12008.0,12333.0,13257.0,12907.0
Total liabilities and stockholders' equity(figures in $M),GLW,29499.0,30144.0,30775.0,28898.0
