,2022,2021,2020,2019,2018,ticker
Current ratio,1.440,1.594,2.125,2.120,2.124,GLW
Quick ratio,0.655,0.864,1.276,1.213,1.297,GLW
Cash ratio,0.323,0.447,0.709,0.691,0.711,GLW
Days of sales outstanding,44.271,51.943,68.880,58.258,62.719,GLW
Days of inventory outstanding,109.466,100.406,114.497,113.390,108.875,GLW
Operating cycle,153.737,152.349,183.376,171.648,171.594,GLW
Days of payables outstanding,68.002,65.238,55.135,77.565,77.821,GLW
Cash conversion cycle,85.736,87.111,128.241,94.083,93.773,GLW
Gross profit margin,0.318,0.360,0.312,0.351,0.395,GLW
Operating profit margin,0.101,0.150,0.045,0.114,0.140,GLW
Pretax profit margin,0.127,0.170,0.055,0.106,0.133,GLW
Net profit margin,0.093,0.135,0.045,0.083,0.094,GLW
Effective tax rate,0.229,0.205,0.178,0.211,0.291,GLW
Return on assets,0.045,0.063,0.017,0.033,0.039,GLW
Return on equity,0.110,0.155,0.039,0.074,0.077,GLW
Return on capital employed,0.059,0.083,0.019,0.051,0.065,GLW
Net income per EBT,0.732,0.795,0.822,0.789,0.709,GLW
Ebt per ebit,1.250,1.135,1.224,0.931,0.954,GLW
Ebit per revenue,0.101,0.150,0.045,0.114,0.140,GLW
Debt ratio,0.584,0.584,0.563,0.550,0.495,GLW
Debt equity ratio,0.651,0.571,0.603,0.600,0.435,GLW
Long term debt to capitalization,0.384,0.362,0.372,0.375,0.303,GLW
Total debt to capitalization,0.394,0.364,0.376,0.375,0.303,GLW
Interest coverage,4.925,7.040,1.844,5.910,8.246,GLW
Cash flow to debt ratio,0.335,0.484,0.273,0.262,0.487,GLW
Company equity multiplier,2.457,2.444,2.321,2.239,1.994,GLW
Receivables turnover,8.245,7.027,5.299,6.265,5.820,GLW
Payables turnover,5.368,5.595,6.620,4.706,4.690,GLW
Inventory turnover,3.334,3.635,3.188,3.219,3.352,GLW
Fixed asset turnover,0.875,0.891,0.717,0.750,0.758,GLW
Asset turnover,0.481,0.467,0.367,0.398,0.410,GLW
Operating cash flow per share,3.158,4.121,2.865,2.617,3.577,GLW
Free cash flow per share,1.221,2.144,1.055,0.057,0.746,GLW
Cash per share,2.018,2.594,3.511,3.137,2.886,GLW
Payout ratio,0.708,0.457,1.537,0.773,0.643,GLW
Operating cash flow sales ratio,0.184,0.242,0.193,0.177,0.259,GLW
Free cash flow operating cash flow ratio,0.387,0.520,0.368,0.022,0.209,GLW
Cash flow coverage ratios,0.335,0.484,0.273,0.262,0.487,GLW
Short term coverage ratios,7.806,62.036,13.797,184.636,729.750,GLW
Capital expenditure coverage ratio,-1.630,-2.084,-1.583,-1.022,-1.264,GLW
Dividend paid and capex coverage ratio,-3.891,-4.454,-3.695,-1.631,-1.796,GLW
Dividend payout ratio,0.708,0.457,1.537,0.773,0.643,GLW
Price book value ratio,2.202,2.500,2.067,1.750,1.787,GLW
Price to book ratio,2.202,2.500,2.067,1.750,1.787,GLW
Price to sales ratio,1.864,2.189,2.424,1.964,2.183,GLW
Price earnings ratio,20.096,16.173,53.508,23.531,23.125,GLW
Price to free cash flows ratio,26.159,17.367,34.117,513.395,40.478,GLW
Price to operating cash flows ratio,10.113,9.035,12.567,11.122,8.445,GLW
Price cash flow ratio,10.113,9.035,12.567,11.122,8.445,GLW
Price earnings to growth ratio,0.901,0.115,-1.042,-3.500,0.083,GLW
Price sales ratio,1.864,2.189,2.424,1.964,2.183,GLW
Dividend yield,0.035,0.028,0.029,0.033,0.028,GLW
Enterprise value multiple,10.217,9.342,16.702,10.362,9.473,GLW
Price fair value,2.202,2.500,2.067,1.750,1.787,GLW
