,ticker,ttm,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Total revenue(figures in $M),GLW,14189.0,14189.0,14082.0,11303.0,11503.0
Cost of revenue(figures in $M),GLW,9683.0,9683.0,9019.0,7772.0,7468.0
Gross profit(figures in $M),GLW,4506.0,4506.0,5063.0,3531.0,4035.0
Research development(figures in $M),GLW,1047.0,1047.0,995.0,1154.0,1031.0
Selling general and administrative(figures in $M),GLW,1898.0,1898.0,1827.0,1747.0,1585.0
Total operating expenses(figures in $M),GLW,3068.0,3068.0,2951.0,3022.0,2729.0
Operating income or loss(figures in $M),GLW,1438.0,1438.0,2112.0,509.0,1306.0
Interest expense(figures in $M),GLW,292.0,292.0,300.0,276.0,221.0
Total other income/expenses net(figures in $M),GLW,636.0,636.0,574.0,375.0,110.0
Income before tax(figures in $M),GLW,1797.0,1797.0,2397.0,623.0,1216.0
Income tax expense(figures in $M),GLW,411.0,411.0,491.0,111.0,256.0
Income from continuing operations(figures in $M),GLW,1386.0,1386.0,1906.0,512.0,960.0
Net income(figures in $M),GLW,1316.0,1316.0,1906.0,512.0,960.0
Net income available to common shareholders(figures in $M),GLW,1316.0,1316.0,1079.0,414.0,862.0
Basic EPS(figures in $M),GLW,,,1.3e-06,5.4e-07,1.1100000000000002e-06
Diluted EPS(figures in $M),GLW,,,1.28e-06,5.4e-07,1.0700000000000001e-06
Basic average shares(figures in $M),GLW,,,828.0,761.0,776.0
Diluted average shares(figures in $M),GLW,,,844.0,772.0,899.0
EBITDA(figures in $M),GLW,,3541.0,4178.0,2419.0,2940.0
