,ticker,ttm,2022-09-30,2021-09-30,2020-09-30,2019-09-30
Total revenue(figures in $M),APD,12879.1,12698.6,10323.0,8856.3,8918.9
Cost of revenue(figures in $M),APD,9387.2,9338.5,7186.1,5858.1,5975.5
Gross profit(figures in $M),APD,3491.9,3360.1,3136.9,2998.2,2943.4
Research development(figures in $M),APD,104.0,102.9,93.5,83.9,72.9
Selling general and administrative(figures in $M),APD,902.2,900.6,828.4,742.1,750.0
Total operating expenses(figures in $M),APD,950.4,947.6,869.1,760.6,773.6
Operating income or loss(figures in $M),APD,2541.5,2412.5,2267.8,2237.6,2169.8
Interest expense(figures in $M),APD,138.7,128.0,141.8,109.3,137.0
Total other income/expenses net(figures in $M),APD,409.2,470.2,381.4,295.5,256.7
Income before tax(figures in $M),APD,2812.0,2754.7,2507.4,2423.8,2289.5
Income tax expense(figures in $M),APD,523.9,500.8,462.8,478.4,480.1
Income from continuing operations(figures in $M),APD,2288.1,2253.9,2044.6,1945.4,1809.4
Net income(figures in $M),APD,2267.9,2256.1,2099.1,1886.7,1760.0
Net income available to common shareholders(figures in $M),APD,2267.9,2256.1,2099.1,1886.7,1760.0
Basic EPS(figures in $M),APD,,1.0160000000000001e-05,9.47e-06,8.53e-06,7.99e-06
Diluted EPS(figures in $M),APD,,1.0140000000000001e-05,9.43e-06,8.49e-06,7.94e-06
Basic average shares(figures in $M),APD,,222.0,221.6,221.2,220.3
Diluted average shares(figures in $M),APD,,222.5,222.5,222.3,221.6
EBITDA(figures in $M),APD,,4220.9,3970.5,3718.1,3509.3
