,2022,2021,2020,2019,2018,ticker
Current ratio,1.813,2.992,3.594,2.536,2.173,APD
Quick ratio,1.513,2.788,3.358,2.281,1.921,APD
Cash ratio,0.782,1.597,2.174,1.235,1.194,APD
Days of sales outstanding,55.797,70.794,72.441,71.122,61.955,APD
Days of inventory outstanding,20.098,23.055,25.222,23.718,23.358,APD
Operating cycle,75.894,93.848,97.663,94.841,85.313,APD
Days of payables outstanding,43.803,112.673,114.221,99.913,35.064,APD
Cash conversion cycle,32.091,-18.825,-16.558,-5.072,50.249,APD
Gross profit margin,0.265,0.304,0.339,0.330,0.307,APD
Operating profit margin,0.184,0.221,0.253,0.240,0.220,APD
Pretax profit margin,0.217,0.243,0.274,0.257,0.226,APD
Net profit margin,0.178,0.203,0.213,0.197,0.168,APD
Effective tax rate,0.182,0.185,0.197,0.210,0.260,APD
Return on assets,0.083,0.078,0.075,0.093,0.078,APD
Return on equity,0.172,0.155,0.156,0.159,0.138,APD
Return on capital employed,0.099,0.095,0.098,0.125,0.117,APD
Net income per EBT,0.819,0.837,0.778,0.769,0.743,APD
Ebt per ebit,1.178,1.099,1.083,1.068,1.025,APD
Ebit per revenue,0.184,0.221,0.253,0.240,0.220,APD
Debt ratio,0.496,0.475,0.506,0.399,0.417,APD
Debt equity ratio,0.634,0.564,0.655,0.301,0.351,APD
Long term debt to capitalization,0.369,0.346,0.381,0.226,0.236,APD
Total debt to capitalization,0.388,0.361,0.396,0.231,0.260,APD
Interest coverage,18.272,16.089,20.472,15.653,15.062,APD
Cash flow to debt ratio,0.388,0.438,0.413,0.893,0.667,APD
Company equity multiplier,2.069,1.984,2.084,1.714,1.766,APD
Receivables turnover,6.542,5.156,5.039,5.132,5.891,APD
Payables turnover,8.333,3.239,3.196,3.653,10.410,APD
Inventory turnover,18.161,15.832,14.472,15.389,15.626,APD
Fixed asset turnover,0.843,0.779,0.740,0.863,0.900,APD
Asset turnover,0.467,0.384,0.352,0.471,0.466,APD
Operating cash flow per share,14.550,15.081,14.759,13.481,11.591,APD
Free cash flow per share,1.368,3.961,3.416,4.449,4.439,APD
Cash per share,14.873,26.177,28.743,10.961,13.570,APD
Payout ratio,0.613,0.599,0.585,0.565,0.599,APD
Operating cash flow sales ratio,0.254,0.324,0.369,0.333,0.285,APD
Free cash flow operating cash flow ratio,0.094,0.263,0.231,0.330,0.383,APD
Cash flow coverage ratios,0.388,0.438,0.413,0.893,0.667,APD
Short term coverage ratios,4.977,6.864,6.834,30.121,5.515,APD
Capital expenditure coverage ratio,-1.104,-1.356,-1.301,-1.493,-1.621,APD
Dividend paid and capex coverage ratio,-2.093,-2.768,-2.323,-2.983,-3.790,APD
Dividend payout ratio,0.613,0.599,0.585,0.565,0.599,APD
Price book value ratio,3.931,4.192,5.454,4.422,3.422,APD
Price to book ratio,3.931,4.192,5.454,4.422,3.422,APD
Price to sales ratio,4.069,5.498,7.440,5.480,4.161,APD
Price earnings ratio,22.901,27.037,34.922,27.770,24.807,APD
Price to free cash flows ratio,170.122,64.662,87.186,49.863,38.167,APD
Price to operating cash flows ratio,15.995,16.983,20.182,16.457,14.617,APD
Price cash flow ratio,15.995,16.983,20.182,16.457,14.617,APD
Price earnings to growth ratio,3.143,2.453,5.167,1.635,-0.493,APD
Price sales ratio,4.069,5.498,7.440,5.480,4.161,APD
Dividend yield,0.027,0.022,0.017,0.020,0.024,APD
Enterprise value multiple,13.564,15.004,18.435,14.132,12.223,APD
Price fair value,3.931,4.192,5.454,4.422,3.422,APD
