,ticker,ttm,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Total revenue(figures in $M),MUR,4220.14,4220.14,2801.215,1751.709,2817.111
Cost of revenue(figures in $M),MUR,1840.861,1840.861,1521.679,1759.714,1929.337
Gross profit(figures in $M),MUR,2379.279,2379.279,1279.536,-8.005,887.774
Selling general and administrative(figures in $M),MUR,131.121,131.121,121.95,140.243,232.736
Total operating expenses(figures in $M),MUR,448.079,448.079,237.607,268.858,368.347
Operating income or loss(figures in $M),MUR,1931.2,1931.2,1041.929,-276.863,519.427
Interest expense(figures in $M),MUR,150.759,150.759,238.544,186.726,241.795
Total other income/expenses net(figures in $M),MUR,-330.18,-330.18,-760.494,-1085.446,-74.134
Income before tax(figures in $M),MUR,1450.261,1450.261,42.891,-1549.035,203.498
Income tax expense(figures in $M),MUR,309.464,309.464,-5.862,-293.741,14.683
Income from continuing operations(figures in $M),MUR,1140.797,1140.797,48.753,-1255.294,188.815
Net income(figures in $M),MUR,965.047,965.047,-73.664,-1148.777,1149.732
Net income available to common shareholders(figures in $M),MUR,965.047,965.047,-73.664,-1148.777,1149.732
Basic EPS(figures in $M),MUR,,6.22e-06,-4.8e-07,-7.48e-06,7.01e-06
Diluted EPS(figures in $M),MUR,,6.13e-06,-4.8e-07,-7.48e-06,6.98e-06
Basic average shares(figures in $M),MUR,,155.277,154.291,153.507,163.992
Diluted average shares(figures in $M),MUR,,157.475,154.291,153.507,164.812
EBITDA(figures in $M),MUR,,2377.837,1076.54,-375.07,1593.135
