,2022,2021,2020,2019,2018,ticker
Current ratio,1.482,1.504,2.131,1.913,1.728,TMO
Quick ratio,0.982,0.933,1.559,1.088,1.015,TMO
Cash ratio,0.498,0.336,1.002,0.387,0.342,TMO
Days of sales outstanding,67.238,74.255,65.040,62.148,61.977,TMO
Days of inventory outstanding,80.913,97.150,93.590,89.686,81.240,TMO
Operating cycle,148.152,171.405,158.631,151.835,143.217,TMO
Days of payables outstanding,48.557,55.143,50.523,51.097,43.662,TMO
Cash conversion cycle,99.595,116.261,108.107,100.737,99.556,TMO
Gross profit margin,0.434,0.516,0.512,0.463,0.446,TMO
Operating profit margin,0.187,0.256,0.242,0.180,0.155,TMO
Pretax profit margin,0.174,0.225,0.224,0.159,0.134,TMO
Net profit margin,0.155,0.197,0.198,0.145,0.121,TMO
Effective tax rate,0.090,0.125,0.118,0.092,0.099,TMO
Return on assets,0.071,0.081,0.092,0.064,0.052,TMO
Return on equity,0.158,0.189,0.185,0.125,0.107,TMO
Return on capital employed,0.105,0.123,0.133,0.088,0.076,TMO
Net income per EBT,0.887,0.874,0.882,0.908,0.901,TMO
Ebt per ebit,0.934,0.882,0.927,0.886,0.862,TMO
Ebit per revenue,0.187,0.256,0.242,0.180,0.155,TMO
Debt ratio,0.546,0.999,0.500,0.490,0.509,TMO
Debt equity ratio,0.783,0.855,0.630,0.598,0.688,TMO
Long term debt to capitalization,0.396,0.442,0.356,0.365,0.391,TMO
Total debt to capitalization,0.439,0.461,0.386,0.374,0.408,TMO
Interest coverage,11.561,18.709,14.094,6.796,5.672,TMO
Cash flow to debt ratio,0.265,0.274,0.381,0.280,0.239,TMO
Company equity multiplier,2.210,2.324,2.001,1.961,2.038,TMO
Receivables turnover,5.428,4.916,5.612,5.873,5.889,TMO
Payables turnover,7.517,6.619,7.224,7.143,8.360,TMO
Inventory turnover,4.511,3.757,3.900,4.070,4.493,TMO
Fixed asset turnover,4.840,4.706,5.450,5.378,5.848,TMO
Asset turnover,0.462,0.414,0.467,0.439,0.433,TMO
Operating cash flow per share,23.352,24.221,20.932,12.432,11.301,TMO
Free cash flow per share,17.630,17.817,17.210,10.117,9.415,TMO
Cash per share,21.745,11.363,26.073,5.997,5.231,TMO
Payout ratio,0.065,0.051,0.053,0.080,0.091,TMO
Operating cash flow sales ratio,0.204,0.243,0.257,0.195,0.187,TMO
Free cash flow operating cash flow ratio,0.755,0.736,0.822,0.814,0.833,TMO
Cash flow coverage ratios,0.265,0.274,0.381,0.280,0.239,TMO
Short term coverage ratios,1.641,3.762,3.154,7.357,3.574,TMO
Capital expenditure coverage ratio,-4.081,-3.782,-5.623,-5.370,-5.993,TMO
Dividend paid and capex coverage ratio,-5.120,-4.484,-7.290,-7.906,-9.234,TMO
Dividend payout ratio,0.065,0.051,0.053,0.080,0.091,TMO
Price book value ratio,4.903,6.445,5.345,4.379,3.261,TMO
Price to book ratio,4.903,6.445,5.345,4.379,3.261,TMO
Price to sales ratio,4.806,6.705,5.725,5.088,3.693,TMO
Price earnings ratio,31.061,34.031,28.933,35.159,30.621,TMO
Price to free cash flows ratio,31.236,37.449,27.065,32.110,23.768,TMO
Price to operating cash flows ratio,23.582,27.548,22.252,26.131,19.803,TMO
Price cash flow ratio,23.582,27.548,22.252,26.131,19.803,TMO
Price earnings to growth ratio,-3.224,1.551,0.390,1.332,1.034,TMO
Price sales ratio,4.806,6.705,5.725,5.088,3.693,TMO
Dividend yield,0.002,0.002,0.002,0.002,0.003,TMO
Enterprise value multiple,20.059,24.107,19.198,21.982,17.245,TMO
Price fair value,4.903,6.445,5.345,4.379,3.261,TMO
