,ticker,ttm,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Total revenue(figures in $M),TMO,44915.0,44915.0,39211.0,32218.0,25542.0
Cost of revenue(figures in $M),TMO,25944.0,25415.0,18977.0,15713.0,13715.0
Gross profit(figures in $M),TMO,18971.0,19500.0,20234.0,16505.0,11827.0
Research development(figures in $M),TMO,1471.0,1471.0,1406.0,1181.0,1003.0
Selling general and administrative(figures in $M),TMO,8993.0,7127.0,6842.0,5764.0,4930.0
Total operating expenses(figures in $M),TMO,10464.0,10993.0,10009.0,8612.0,7646.0
Operating income or loss(figures in $M),TMO,8507.0,8507.0,10225.0,7893.0,4181.0
Interest expense(figures in $M),TMO,726.0,726.0,536.0,553.0,676.0
Total other income/expenses net(figures in $M),TMO,-218.0,-218.0,-891.0,-180.0,341.0
Income before tax(figures in $M),TMO,7835.0,7835.0,8841.0,7225.0,4070.0
Income tax expense(figures in $M),TMO,703.0,703.0,1109.0,850.0,374.0
Income from continuing operations(figures in $M),TMO,6960.0,6960.0,7728.0,6375.0,3696.0
Net income(figures in $M),TMO,6950.0,6950.0,7725.0,6375.0,3696.0
Net income available to common shareholders(figures in $M),TMO,6950.0,6950.0,7725.0,6375.0,3696.0
Basic EPS(figures in $M),TMO,,,1.9620000000000002e-05,1.609e-05,9.24e-06
Diluted EPS(figures in $M),TMO,,,1.946e-05,1.596e-05,9.17e-06
Basic average shares(figures in $M),TMO,,,394.0,396.0,400.0
Diluted average shares(figures in $M),TMO,,,397.0,399.0,403.0
EBITDA(figures in $M),TMO,,11942.0,11969.0,10103.0,7023.0
