,2017,2016,2015,2014,2013,ticker
Current ratio,1.101,1.308,1.362,1.626,1.694,CSC
Quick ratio,0.985,0.480,0.589,1.503,0.618,CSC
Cash ratio,0.428,0.452,0.583,0.706,0.613,CSC
Days of sales outstanding,78.835,0.360,0.660,77.476,0.390,CSC
Days of inventory outstanding,0,0,0,0,0,CSC
Operating cycle,78.835,0.360,0.660,77.476,0.390,CSC
Days of payables outstanding,26.988,24.005,16.156,15.510,11.488,CSC
Cash conversion cycle,51.846,-23.645,-15.496,61.966,-11.099,CSC
Gross profit margin,0.271,0.270,0.217,0.287,0.210,CSC
Operating profit margin,-0.011,0.044,-0.014,0.114,0.074,CSC
Pretax profit margin,-0.023,0.001,-0.023,0.097,0.034,CSC
Net profit margin,-0.013,0.010,0.003,0.068,0.037,CSC
Effective tax rate,0.425,-6.200,1.130,0.303,-0.068,CSC
Return on assets,-0.012,0.009,0.004,0.077,0.049,CSC
Return on equity,-0.053,0.036,0.012,0.225,0.175,CSC
Return on capital employed,-0.014,0.061,-0.026,0.186,0.140,CSC
Net income per EBT,0.575,7.200,-0.130,0.697,1.068,CSC
Ebt per ebit,2.175,0.032,1.605,0.855,0.464,CSC
Ebit per revenue,-0.011,0.044,-0.014,0.114,0.074,CSC
Debt ratio,0.782,0.738,0.714,0.657,0.721,CSC
Debt equity ratio,1.569,1.306,0.914,0.738,0.871,CSC
Long term debt to capitalization,0.541,0.489,0.377,0.361,0.443,CSC
Total debt to capitalization,0.611,0.566,0.477,0.425,0.466,CSC
Interest coverage,-0.684,2.537,-1.162,10.048,6.060,CSC
Cash flow to debt ratio,0.330,0.303,0.537,0.540,0.410,CSC
Company equity multiplier,4.588,3.820,3.492,2.911,3.589,CSC
Receivables turnover,4.630,1.015 K,553.318,4.711,937.062,CSC
Payables turnover,13.524,15.205,22.592,23.533,31.772,CSC
Inventory turnover,0,0,0,0,0,CSC
Fixed asset turnover,8.424,6.933,7.690,6.400,6.865,CSC
Asset turnover,0.878,0.919,1.193,1.141,1.333,CSC
Operating cash flow per share,6.966,5.800,10.052,10.566,7.239,CSC
Free cash flow per share,5.214,3.225,7.380,7.721,4.683,CSC
Cash per share,8.996,8.996,14.717,16.546,13.287,CSC
Payout ratio,-0.780,5.972,3.556,0.135,0.225,CSC
Operating cash flow sales ratio,0.129,0.113,0.118,0.120,0.075,CSC
Free cash flow operating cash flow ratio,0.748,0.556,0.734,0.731,0.647,CSC
Cash flow coverage ratios,0.330,0.303,0.537,0.540,0.410,CSC
Short term coverage ratios,1.325,1.130,1.585,2.291,4.782,CSC
Capital expenditure coverage ratio,-3.976,-2.253,-3.761,-3.714,-2.833,CSC
Dividend paid and capex coverage ratio,-5.821,10.838,-5.664,-5.183,-4.129,CSC
Dividend payout ratio,-0.780,5.972,3.556,0.135,0.225,CSC
Price book value ratio,5.132,2.340,3.191,2.275,2.428,CSC
Price to book ratio,5.132,2.340,3.191,2.275,2.428,CSC
Price to sales ratio,1.274,0.667,0.766,0.685,0.508,CSC
Price earnings ratio,-96.883,65.817,258.899,10.115,13.837,CSC
Price to free cash flows ratio,13.235,10.625,8.860,7.808,10.512,CSC
Price to operating cash flows ratio,9.906,5.909,6.504,5.706,6.801,CSC
Price cash flow ratio,9.906,5.909,6.504,5.706,6.801,CSC
Price earnings to growth ratio,0.410,0.609,-2.702,0.150,0,CSC
Price sales ratio,1.274,0.667,0.766,0.685,0.508,CSC
Dividend yield,0.008,0.091,0.014,0.013,0.016,CSC
Enterprise value multiple,19.140,5.751,12.287,3.746,3.695,CSC
Price fair value,5.132,2.340,3.191,2.275,2.428,CSC
