,2022,2021,2020,2019,2018,ticker
Current ratio,3.283,200.012,73.804,48.268,185.478,KEY
Quick ratio,10.322,118.405,73.804,48.268,22.057,KEY
Cash ratio,0.165,1.553,1.437,1.038,1.246,KEY
Days of sales outstanding,686.148 K,639.709,628.542,601.170,510.241,KEY
Days of inventory outstanding,0,0,0,0,0,KEY
Days of payables outstanding,0,0,0,0,0,KEY
Gross profit margin,1,1,1,1,0,KEY
Operating profit margin,460.571,0.503,0.342,0.543,0,KEY
Pretax profit margin,333.286,0.462,0.240,0.327,0.358,KEY
Net profit margin,273.857,0.373,0.207,0.278,0.303,KEY
Effective tax rate,0.181,0.197,0.146,0.155,0.156,KEY
Return on assets,0.010,0.014,0.008,0.012,0.013,KEY
Return on equity,0.142,0.151,0.075,0.101,0.120,KEY
Return on capital employed,0.017,0.019,0.013,0.023,0,KEY
Net income per EBT,0.822,0.807,0.863,0.849,0.847,KEY
Ebt per ebit,0.724,0.920,0.701,0.602,0,KEY
Ebit per revenue,460.571,0.503,0.342,0.543,0,KEY
Debt ratio,0.929,0.907,0.894,0.882,0.888,KEY
Debt equity ratio,2.236,0.759,0.847,0.813,0.915,KEY
Long term debt to capitalization,0.647,0.420,0.446,0.436,0.468,KEY
Total debt to capitalization,0.691,0.431,0.459,0.449,0.478,KEY
Interest coverage,3.643,11.949,3.412,2.532,0,KEY
Cash flow to debt ratio,0.149,0.087,0.110,0.210,0.176,KEY
Company equity multiplier,14.108,10.695,9.473,8.510,8.952,KEY
Receivables turnover,0.001,0.571,0.581,0.607,0.715,KEY
Payables turnover,0,0,0,0,0,KEY
Inventory turnover,0,0,0,0,0,KEY
Fixed asset turnover,0.011,10.335,8.619,7.595,6.981,KEY
Asset turnover,0.000,0.038,0.038,0.043,0.044,KEY
Operating cash flow per share,4.618,1.217,1.729,2.929,2.408,KEY
Free cash flow per share,4.506,1.148,1.664,2.843,2.312,KEY
Cash per share,43.849,60.489,46.334,24.037,3.259,KEY
Payout ratio,0.445,0.314,0.617,0.468,0.352,KEY
Operating cash flow sales ratio,638.429,0.164,0.258,0.470,0.407,KEY
Free cash flow operating cash flow ratio,0.976,0.943,0.962,0.971,0.960,KEY
Cash flow coverage ratios,0.149,0.087,0.110,0.210,0.176,KEY
Short term coverage ratios,0.830,1.961,2.204,4.122,4.607,KEY
Capital expenditure coverage ratio,-41.380,-17.470,-26.556,-34.188,-25.313,KEY
Dividend paid and capex coverage ratio,5.991,1.523,2.184,4.042,4.499,KEY
Dividend payout ratio,0.445,0.314,0.617,0.468,0.352,KEY
Price book value ratio,1.253,1.257,0.883,1.179,0.986,KEY
Price to book ratio,1.253,1.257,0.883,1.179,0.986,KEY
Price to sales ratio,2.408 K,3.112,2.447,3.248,2.499,KEY
Price earnings ratio,8.794,8.345,11.825,11.695,8.245,KEY
Price to free cash flows ratio,3.866,20.152,9.864,7.118,6.392,KEY
Price to operating cash flows ratio,3.772,18.999,9.493,6.910,6.139,KEY
Price cash flow ratio,3.772,18.999,9.493,6.910,6.139,KEY
Price earnings to growth ratio,-0.348,0.078,-0.551,-2.023,0.159,KEY
Price sales ratio,2.408 K,3.112,2.447,3.248,2.499,KEY
Dividend yield,0.051,0.038,0.052,0.040,0.043,KEY
Enterprise value multiple,12.099,9.353,12.799,9.431,8.139,KEY
Price fair value,1.253,1.257,0.883,1.179,0.986,KEY
