,2022,2021,2020,2019,2018,ticker
Current ratio,1.354,1.712,1.356,0.768,1.490,IP
Quick ratio,1.075,1.243,1.070,0.484,0.960,IP
Cash ratio,0.161,0.312,0.072,0.059,0.125,IP
Days of sales outstanding,64.941,68.050,60.638,59.914,61.329,IP
Days of inventory outstanding,46.809,47.868,52.059,52.785,52.585,IP
Operating cycle,111.750,115.918,112.698,112.699,113.915,IP
Days of payables outstanding,65.272,68.767,58.916,57.925,56.621,IP
Cash conversion cycle,46.478,47.151,53.782,54.775,57.293,IP
Gross profit margin,0.284,0.286,0.302,0.318,0.333,IP
Operating profit margin,0.091,0.086,0.084,0.107,0.127,IP
Pretax profit margin,0.071,0.052,0.032,0.072,0.076,IP
Net profit margin,0.071,0.042,0.023,0.043,0.086,IP
Effective tax rate,-0.156,0.188,0.377,0.395,0.250,IP
Return on assets,0.063,0.032,0.015,0.029,0.060,IP
Return on equity,0.177,0.089,0.061,0.126,0.273,IP
Return on capital employed,0.102,0.079,0.073,0.096,0.103,IP
Net income per EBT,0.995,0.812,0.742,0.605,1.130,IP
Ebt per ebit,0.780,0.600,0.378,0.671,0.601,IP
Ebit per revenue,0.091,0.086,0.084,0.107,0.127,IP
Debt ratio,0.645,0.640,0.752,0.769,0.780,IP
Debt equity ratio,0.690,0.640,1.874,2.123,2.303,IP
Long term debt to capitalization,0.375,0.382,0.571,0.608,0.689,IP
Total debt to capitalization,0.408,0.390,0.652,0.680,0.697,IP
Interest coverage,5.957,4.944,3.872,4.866,4.035,IP
Cash flow to debt ratio,0.371,0.349,0.208,0.220,0.190,IP
Company equity multiplier,2.817,2.779,4.038,4.340,4.561,IP
Receivables turnover,5.620,5.364,6.019,6.092,5.951,IP
Payables turnover,5.592,5.308,6.195,6.301,6.446,IP
Inventory turnover,7.798,7.625,7.011,6.915,6.941,IP
Fixed asset turnover,1.949,1.792,1.624,1.665,1.784,IP
Asset turnover,0.884,0.767,0.649,0.669,0.694,IP
Operating cash flow per share,5.584,5.213,7.794,9.132,7.873,IP
Free cash flow per share,3.193,3.803,5.883,5.904,4.036,IP
Cash per share,4.130,3.955,13.855,1.293,1.437,IP
Payout ratio,0.447,1.122,1.672,0.821,0.392,IP
Operating cash flow sales ratio,0.103,0.105,0.149,0.161,0.138,IP
Free cash flow operating cash flow ratio,0.572,0.730,0.755,0.647,0.513,IP
Cash flow coverage ratios,0.371,0.349,0.208,0.220,0.190,IP
Short term coverage ratios,2.849,10.357,0.721,0.823,5.049,IP
Capital expenditure coverage ratio,-2.335,-3.698,-4.079,-2.829,-2.052,IP
Dividend paid and capex coverage ratio,-8.426,5.623,55.691,-7.521,-4.120,IP
Dividend payout ratio,0.447,1.122,1.672,0.821,0.392,IP
Price book value ratio,1.587,2.014,2.488,2.360,2.246,IP
Price to book ratio,1.587,2.014,2.488,2.360,2.246,IP
Price to sales ratio,0.637,0.945,0.949,0.814,0.710,IP
Price earnings ratio,8.965,22.557,40.539,18.767,8.220,IP
Price to free cash flows ratio,10.847,12.352,8.452,7.799,9.999,IP
Price to operating cash flows ratio,6.202,9.012,6.379,5.043,5.127,IP
Price cash flow ratio,6.202,9.012,6.379,5.043,5.127,IP
Price earnings to growth ratio,0.105,0.326,-0.814,-0.375,-1.524,IP
Price sales ratio,0.637,0.945,0.949,0.814,0.710,IP
Dividend yield,0.050,0.050,0.041,0.044,0.048,IP
Enterprise value multiple,6.230,7.933,11.199,9.220,7.281,IP
Price fair value,1.587,2.014,2.488,2.360,2.246,IP
