,ticker,ttm,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Total revenue(figures in $M),BXP,3108.581,3108.581,2888.621,2765.686,2960.562
Cost of revenue(figures in $M),BXP,1150.998,1149.133,1046.356,1041.97,1094.4
Gross profit(figures in $M),BXP,1957.583,1959.448,1842.265,1723.716,1866.162
Selling general and administrative(figures in $M),BXP,146.378,148.243,151.853,133.112,140.777
Total operating expenses(figures in $M),BXP,896.153,898.018,869.189,816.863,818.541
Operating income or loss(figures in $M),BXP,1061.43,1061.43,973.076,906.853,1047.621
Interest expense(figures in $M),BXP,437.139,437.139,423.346,431.717,412.717
Total other income/expenses net(figures in $M),BXP,384.353,384.353,76.498,537.602,-1.844
Income before tax(figures in $M),BXP,1020.584,1020.584,631.932,1018.691,651.999
Income from continuing operations(figures in $M),BXP,1020.584,1020.584,631.932,1018.691,651.999
Net income(figures in $M),BXP,848.947,848.934,505.189,872.351,521.534
Net income available to common shareholders(figures in $M),BXP,848.056,848.934,496.217,861.851,511.034
Basic EPS(figures in $M),BXP,,,3.18e-06,5.54e-06,3.31e-06
Diluted EPS(figures in $M),BXP,,,3.1699999999999997e-06,5.54e-06,3.2999999999999997e-06
Basic average shares(figures in $M),BXP,,,156.116,155.432,154.582
Diluted average shares(figures in $M),BXP,,,156.376,155.517,154.883
EBITDA(figures in $M),BXP,,2207.498,1772.614,2134.159,1742.48
