,2022,2021,2020,2019,2018,ticker
Current ratio,1.427,1.778,1.010,0.983,1.363,MCD
Quick ratio,1.236,1.637,0.899,0.862,1.112,MCD
Cash ratio,0.680,1.171,0.558,0.248,0.291,MCD
Days of sales outstanding,33.300,29.429,40.101,38.518,42.385,MCD
Days of inventory outstanding,1.903,1.907,1.973,1.839,1.822,MCD
Operating cycle,35.202,31.336,42.074,40.358,44.206,MCD
Days of payables outstanding,35.866,34.529,28.615,36.210,43.058,MCD
Cash conversion cycle,-0.663,-3.193,13.459,4.148,1.148,MCD
Gross profit margin,0.570,0.542,0.508,0.527,0.513,MCD
Operating profit margin,0.404,0.446,0.381,0.430,0.408,MCD
Pretax profit margin,0.338,0.393,0.320,0.380,0.372,MCD
Net profit margin,0.266,0.325,0.246,0.286,0.282,MCD
Effective tax rate,0.211,0.173,0.230,0.249,0.242,MCD
Return on assets,0.122,0.141,0.090,0.127,0.181,MCD
Return on equity,-1.029,-1.640,-0.605,-0.734,-0.947,MCD
Return on capital employed,0.201,0.209,0.158,0.207,0.288,MCD
Net income per EBT,0.789,0.827,0.770,0.751,0.758,MCD
Ebt per ebit,0.835,0.881,0.838,0.884,0.910,MCD
Ebit per revenue,0.404,0.446,0.381,0.430,0.408,MCD
Debt ratio,1.119,1.086,1.149,1.173,1.191,MCD
Debt equity ratio,-8.112,-10.726,-6.577,-5.792,-4.965,MCD
Long term debt to capitalization,1.143,1.104,1.192,1.212,1.252,MCD
Total debt to capitalization,1.141,1.103,1.179,1.209,1.252,MCD
Interest coverage,7.764,8.733,6.013,8.084,8.750,MCD
Cash flow to debt ratio,0.152,0.185,0.122,0.171,0.224,MCD
Company equity multiplier,-8.401,-11.651,-6.726,-5.787,-5.243,MCD
Receivables turnover,10.961,12.403,9.102,9.476,8.612,MCD
Payables turnover,10.177,10.571,12.756,10.080,8.477,MCD
Inventory turnover,191.835,191.415,185.043,198.430,200.376,MCD
Fixed asset turnover,0.638,0.607,0.495,0.563,0.920,MCD
Asset turnover,0.460,0.433,0.365,0.444,0.641,MCD
Operating cash flow per share,10.101,12.249,8.414,10.883,9.082,MCD
Free cash flow per share,7.504,9.516,6.211,7.676,5.508,MCD
Cash per share,3.533,6.310,4.632,1.204,1.129,MCD
Payout ratio,0.675,0.519,0.793,0.594,0.550,MCD
Operating cash flow sales ratio,0.319,0.394,0.326,0.385,0.331,MCD
Free cash flow operating cash flow ratio,0.743,0.777,0.738,0.705,0.606,MCD
Cash flow coverage ratios,0.152,0.185,0.122,0.171,0.224,MCD
Short term coverage ratios,11.173,12.957,2.127,11.943,0,MCD
Capital expenditure coverage ratio,-3.889,-4.481,-3.818,-3.393,-2.541,MCD
Dividend paid and capex coverage ratio,3.255,4.866,2.966,6.836,13.549,MCD
Dividend payout ratio,0.675,0.519,0.793,0.594,0.550,MCD
Price book value ratio,-32.102,-43.482,-20.419,-17.962,-21.765,MCD
Price to book ratio,-32.102,-43.482,-20.419,-17.962,-21.765,MCD
Price to sales ratio,8.313,8.615,8.318,6.997,6.479,MCD
Price earnings ratio,31.198,26.515,33.776,24.476,22.992,MCD
Price to free cash flows ratio,35.120,28.172,34.551,25.745,32.240,MCD
Price to operating cash flows ratio,26.090,21.885,25.502,18.157,19.552,MCD
Price cash flow ratio,26.090,21.885,25.502,18.157,19.552,MCD
Price earnings to growth ratio,-1.900,0.448,-1.585,5.447,1.269,MCD
Price sales ratio,8.313,8.615,8.318,6.997,6.479,MCD
Dividend yield,0.022,0.020,0.023,0.024,0.024,MCD
Enterprise value multiple,22.999,23.519,26.754,21.347,16.190,MCD
Price fair value,-32.102,-43.482,-20.419,-17.962,-21.765,MCD
