,ticker,2022-12-31,2021-06-30,2020-06-30,2019-06-30
Cash and cash equivalents(figures in $M),PLL,99.247,142.652,18.857,4.432
Other short-term investments(figures in $M),PLL,0.483836,0.0,0.0,0.0
Total cash(figures in $M),PLL,99.731,142.652,18.857,4.432
Net receivables(figures in $M),PLL,0.0,0.0,0.027412,0.0
Other current assets(figures in $M),PLL,0.0,1.251,0.0,0.0
Total current assets(figures in $M),PLL,101.859,143.903,19.013,4.492
"Gross property, plant and equipment(figures in $M)",PLL,72.92,27.499,8.551,2.302
Accumulated depreciation(figures in $M),PLL,-0.08547,-0.035069,-0.056065,-0.010231
"Net property, plant and equipment(figures in $M)",PLL,72.834,27.463,8.495,2.291
Equity and other investments(figures in $M),PLL,95.648,16.262,0.0,0.0
Other long-term assets(figures in $M),PLL,0.263845,0.222698,0.0,0.0
Total non-current assets(figures in $M),PLL,186.062,43.949,8.646,2.291
Total assets(figures in $M),PLL,287.921,187.852,27.659,6.783
Current debt(figures in $M),PLL,0.425187,1.085,0.577576,0.0
Accounts payable(figures in $M),PLL,0.0,2.562,0.644857,1.434
Accrued liabilities(figures in $M),PLL,0.0,2.397,0.36265,0.709632
Other current liabilities(figures in $M),PLL,0.0,0.029906,0.0,0.0
Total current liabilities(figures in $M),PLL,13.411,6.215,1.713,2.144
Long-term debt(figures in $M),PLL,0.163425,1.226,1.74,0.0
Deferred tax liabilities(figures in $M),PLL,2.881,0.0,0.0,0.0
Other long-term liabilities(figures in $M),PLL,0.0,0.0,0.029906,0.0
Total non-current liabilities(figures in $M),PLL,4.221,1.226,1.91,0.0
Total liabilities(figures in $M),PLL,17.632,7.441,3.623,2.144
Common stock(figures in $M),PLL,0.001807,0.00155,74.877,48.854
Retained earnings(figures in $M),PLL,-105.658,-71.335,-51.357,-46.205
Accumulated other comprehensive income(figures in $M),PLL,-5.297,-0.827853,0.51511,1.99
Total stockholders' equity(figures in $M),PLL,270.289,180.411,24.035,4.639
Total liabilities and stockholders' equity(figures in $M),PLL,287.921,187.852,27.659,6.783
