,headline,final_score,datetime
0,The Return Trends At Patterson Companies (NASDAQ:PDCO) Look Promising,86,2023-04-10 07:02:52
1,Upcoming Dividend Run For PDCO?,90,2023-04-05 00:49:00
2,Here's Why You Should Retain Patterson Companies (PDCO) Stock,86,2023-03-23 07:24:02
3,Patterson Companies (NASDAQ:PDCO) shareholders have earned a 21% CAGR over the last three years,86,2023-03-20 11:17:25
4,Patterson Companies (PDCO) Declares $0.26 Dividend,86,2023-03-16 13:12:52
6,Patterson Companies Declares Regular Quarterly Cash Dividend,86,2023-03-14 13:30:00
7,Patterson declares $0.26 dividend,63,2023-03-13 21:17:00
8,Patterson Companies Becomes Oversold,86,2023-03-13 03:32:00
9,"Patterson Companies, Inc. Has Proven Itself",90,2023-03-12 00:59:29
10,Patterson Companies: A Prospect To Brighten Your Smile,86,2023-03-09 00:22:47
