,2022,2021,2020,2019,2018,ticker
Current ratio,1.248,1.222,1.231,1.186,1.166,SLB
Quick ratio,0.826,0.816,0.787,0.757,0.790,SLB
Cash ratio,0.138,0.170,0.080,0.087,0.106,SLB
Days of sales outstanding,91.370,84.608,81.147,85.903,87.660,SLB
Days of inventory outstanding,63.656,61.973,58.296,52.488,51.396,SLB
Operating cycle,155.026,146.581,139.443,138.390,139.056,SLB
Days of payables outstanding,145.188,158.758,146.730,135.515,60.355,SLB
Cash conversion cycle,9.838,-12.177,-7.287,2.875,78.701,SLB
Gross profit margin,0.184,0.160,0.110,0.128,0.132,SLB
Operating profit margin,0.169,0.035,-0.032,-0.015,0.097,SLB
Pretax profit margin,0.152,0.104,-0.479,-0.316,0.080,SLB
Net profit margin,0.122,0.082,-0.444,-0.307,0.065,SLB
Effective tax rate,0.182,0.188,0.072,0.030,0.170,SLB
Return on assets,0.080,0.045,-0.246,-0.179,0.030,SLB
Return on equity,0.191,0.123,-0.840,-0.418,0.059,SLB
Return on capital employed,0.153,0.025,-0.023,-0.012,0.056,SLB
Net income per EBT,0.806,0.792,0.928,0.970,0.815,SLB
Ebt per ebit,0.897,2.994,15.124,20.962,0.822,SLB
Ebit per revenue,0.169,0.035,-0.032,-0.015,0.097,SLB
Debt ratio,0.583,0.632,0.707,0.571,0.481,SLB
Debt equity ratio,0.680,0.929,1.352,0.633,0.444,SLB
Long term debt to capitalization,0.371,0.465,0.562,0.379,0.288,SLB
Total debt to capitalization,0.405,0.481,0.575,0.387,0.307,SLB
Interest coverage,9.716,1.471,-1.327,-0.816,5.550,SLB
Cash flow to debt ratio,0.304,0.328,0.174,0.355,0.356,SLB
Company equity multiplier,2.398,2.716,3.409,2.329,1.950,SLB
Receivables turnover,3.995,4.314,4.498,4.249,4.164,SLB
Payables turnover,2.514,2.299,2.488,2.693,6.048,SLB
Inventory turnover,5.734,5.890,6.261,6.954,7.102,SLB
Fixed asset turnover,4.252,3.566,3.458,3.551,2.810,SLB
Asset turnover,0.651,0.552,0.554,0.585,0.465,SLB
Operating cash flow per share,2.627,3.322,2.118,3.921,4.125,SLB
Free cash flow per share,1.416,2.479,1.242,2.510,2.493,SLB
Cash per share,2.044,2.242,2.163,1.565,2.005,SLB
Payout ratio,0.246,0.372,-0.165,-0.274,1.296,SLB
Operating cash flow sales ratio,0.132,0.203,0.125,0.165,0.174,SLB
Free cash flow operating cash flow ratio,0.539,0.746,0.587,0.640,0.604,SLB
Cash flow coverage ratios,0.304,0.328,0.174,0.355,0.356,SLB
Short term coverage ratios,2.279,5.117,3.464,10.365,4.060,SLB
Capital expenditure coverage ratio,-2.169,-3.942,-2.419,-2.778,-2.528,SLB
Dividend paid and capex coverage ratio,-4.291,-9.669,5.694,6.672,11.202,SLB
Dividend payout ratio,0.246,0.372,-0.165,-0.274,1.296,SLB
Price book value ratio,4.208,2.743,2.430,2.303,1.382,SLB
Price to book ratio,4.208,2.743,2.430,2.303,1.382,SLB
Price to sales ratio,2.695,1.829,1.286,1.691,1.523,SLB
Price earnings ratio,21.999,22.291,-2.894,-5.509,23.373,SLB
Price to free cash flows ratio,37.755,12.080,17.570,16.018,14.472,SLB
Price to operating cash flows ratio,20.349,9.015,10.307,10.252,8.747,SLB
Price cash flow ratio,20.349,9.015,10.307,10.252,8.747,SLB
Price earnings to growth ratio,0.270,0.189,0.880,0.010,0.096,SLB
Price sales ratio,2.695,1.829,1.286,1.691,1.523,SLB
Dividend yield,0.011,0.017,0.057,0.050,0.055,SLB
Enterprise value multiple,12.488,18.664,25.501,22.585,9.617,SLB
Price fair value,4.208,2.743,2.430,2.303,1.382,SLB
