,2022,2021,2020,2019,2018,ticker
Current ratio,5.462,6.668,8.619,5.489,0,C
Quick ratio,5.553,6.766,8.619,5.489,0,C
Cash ratio,2.941,2.931,3.870,2.071,0,C
Days of sales outstanding,262.666,275.907,220.137,195.835,182.564,C
Days of inventory outstanding,0,0,0,0,0,C
Days of payables outstanding,613.978,0,0,0,0,C
Gross profit margin,0.454,1,1,1,1,C
Operating profit margin,0.587,0.492,0.384,0.713,0,C
Pretax profit margin,0.250,0.382,0.189,0.322,0.317,C
Net profit margin,0.197,0.305,0.153,0.261,0.244,C
Effective tax rate,0.194,0.198,0.185,0.185,0.228,C
Return on assets,0.006,0.010,0.005,0.010,0.009,C
Return on equity,0.074,0.109,0.057,0.100,0.092,C
Return on capital employed,0.019,0.016,0.013,0.029,0,C
Net income per EBT,0.789,0.799,0.811,0.812,0.770,C
Ebt per ebit,0.425,0.776,0.492,0.451,0,C
Ebit per revenue,0.587,0.492,0.384,0.713,0,C
Debt ratio,0.916,0.912,0.911,0.901,0.898,C
Debt equity ratio,1.584,1.398,1.508,1.520,1.347,C
Long term debt to capitalization,0.574,0.557,0.576,0.563,0.542,C
Total debt to capitalization,0.613,0.583,0.601,0.603,0.574,C
Interest coverage,1.718,4.434,1.960,1.817,0,C
Cash flow to debt ratio,0.079,0.217,-0.068,-0.044,0.140,C
Company equity multiplier,12.012,11.345,11.315,10.097,9.767,C
Receivables turnover,1.390,1.323,1.658,1.864,1.999,C
Payables turnover,0.594,0,0,0,0,C
Inventory turnover,0,0,0,0,0,C
Fixed asset turnover,2.868,0,0,0,0,C
Asset turnover,0.031,0.031,0.033,0.038,0.039,C
Operating cash flow per share,12.878,30.127,-9.886,-5.707,14.821,C
Free cash flow per share,9.985,28.101,-11.538,-8.080,13.307,C
Cash per share,303.952,270.809,309.090,210.823,187.243,C
Payout ratio,0.337,0.237,0.471,0.281,0.278,C
Operating cash flow sales ratio,0.333,0.852,-0.278,-0.173,0.499,C
Free cash flow operating cash flow ratio,0.775,0.933,1.167,1.416,0.898,C
Cash flow coverage ratios,0.079,0.217,-0.068,-0.044,0.140,C
Short term coverage ratios,0.532,2.190,-0.699,-0.285,1.142,C
Capital expenditure coverage ratio,-4.451,-14.870,5.984,2.406,-9.791,C
Dividend paid and capex coverage ratio,-39.855,56.765,-10.819,-115.649,29.657,C
Dividend payout ratio,0.337,0.237,0.471,0.281,0.278,C
Price book value ratio,0.438,0.608,0.644,0.930,0.662,C
Price to book ratio,0.438,0.608,0.644,0.930,0.662,C
Price to sales ratio,1.169,1.708,1.731,2.419,1.753,C
Price earnings ratio,5.931,5.593,11.311,9.262,7.193,C
Price to free cash flows ratio,4.530,2.149,-5.344,-9.888,3.912,C
Price to operating cash flows ratio,3.512,2.004,-6.237,-13.998,3.513,C
Price cash flow ratio,3.512,2.004,-6.237,-13.998,3.513,C
Price earnings to growth ratio,-0.170,0.057,-0.307,0.482,0.019,C
Price sales ratio,1.169,1.708,1.731,2.419,1.753,C
Dividend yield,0.057,0.042,0.042,0.030,0.039,C
Enterprise value multiple,1.335,3.636,3.705,4.914,4.101,C
Price fair value,0.438,0.608,0.644,0.930,0.662,C
