,ticker,ttm,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Total revenue(figures in $M),WEC,9597.4,9597.4,8316.0,7241.7,7523.1
Cost of revenue(figures in $M),WEC,6296.9,6296.9,5316.5,4351.7,4863.6
Gross profit(figures in $M),WEC,3300.5,3300.5,2999.5,2890.0,2659.5
Total operating expenses(figures in $M),WEC,1376.3,1376.3,1284.6,1183.9,1128.1
Operating income or loss(figures in $M),WEC,1924.2,1924.2,1714.9,1706.1,1531.4
Interest expense(figures in $M),WEC,515.1,515.1,471.1,493.7,501.5
Total other income/expenses net(figures in $M),WEC,323.5,323.5,255.0,216.9,229.8
Income before tax(figures in $M),WEC,1732.6,1732.6,1498.8,1429.3,1259.7
Income tax expense(figures in $M),WEC,322.9,322.9,200.3,227.9,125.0
Income from continuing operations(figures in $M),WEC,1409.7,1409.7,1298.5,1201.4,1134.7
Net income(figures in $M),WEC,1409.3,1409.3,1301.5,1201.1,1135.2
Net income available to common shareholders(figures in $M),WEC,1408.1,1408.1,1300.3,1199.9,1134.0
Basic EPS(figures in $M),WEC,,,4.12e-06,3.7999999999999996e-06,3.6000000000000003e-06
Diluted EPS(figures in $M),WEC,,,4.1100000000000005e-06,3.79e-06,3.58e-06
Basic average shares(figures in $M),WEC,,,315.4,315.4,315.4
Diluted average shares(figures in $M),WEC,,,316.3,316.5,316.7
EBITDA(figures in $M),WEC,,3370.3,3044.2,2898.9,2687.5
