,2022,2021,2020,2019,2018,ticker
Current ratio,0.691,0.708,0.502,0.658,0.675,WEC
Quick ratio,0.815,0.406,0.296,0.381,0.410,WEC
Cash ratio,0.006,0.004,0.006,0.012,0.025,WEC
Days of sales outstanding,69.156,66.087,60.624,57.081,60.880,WEC
Days of inventory outstanding,46.784,43.650,44.336,41.261,38.715,WEC
Operating cycle,115.939,109.737,104.961,98.342,99.595,WEC
Days of payables outstanding,69.448,69.046,73.869,68.150,61.893,WEC
Cash conversion cycle,46.491,40.692,31.092,30.191,37.702,WEC
Gross profit margin,0.344,0.361,0.399,0.354,0.327,WEC
Operating profit margin,0.200,0.206,0.236,0.204,0.191,WEC
Pretax profit margin,0.181,0.180,0.197,0.167,0.160,WEC
Net profit margin,0.147,0.157,0.166,0.151,0.138,WEC
Effective tax rate,0.186,0.134,0.159,0.099,0.138,WEC
Return on assets,0.034,0.033,0.032,0.032,0.032,WEC
Return on equity,0.124,0.119,0.114,0.112,0.108,WEC
Return on capital employed,0.052,0.049,0.052,0.048,0.049,WEC
Net income per EBT,0.813,0.868,0.840,0.901,0.862,WEC
Ebt per ebit,0.900,0.874,0.838,0.823,0.838,WEC
Ebit per revenue,0.200,0.206,0.236,0.204,0.191,WEC
Debt ratio,0.723,0.715,0.712,0.707,0.706,WEC
Debt equity ratio,1.516,1.425,1.361,1.255,1.202,WEC
Long term debt to capitalization,0.564,0.553,0.528,0.525,0.504,WEC
Total debt to capitalization,0.603,0.588,0.576,0.557,0.546,WEC
Interest coverage,3.736,3.640,3.456,3.054,3.299,WEC
Cash flow to debt ratio,0.119,0.130,0.154,0.184,0.207,WEC
Company equity multiplier,3.671,3.563,3.526,3.446,3.409,WEC
Receivables turnover,5.278,5.523,6.021,6.394,5.995,WEC
Payables turnover,5.256,5.286,4.941,5.356,5.897,WEC
Inventory turnover,7.802,8.362,8.233,8.846,9.428,WEC
Fixed asset turnover,0.330,0.308,0.282,0.319,0.349,WEC
Asset turnover,0.229,0.213,0.196,0.215,0.229,WEC
Operating cash flow per share,6.534,6.445,6.963,7.437,7.751,WEC
Free cash flow per share,-0.867,-0.698,-0.136,0.269,1.045,WEC
Cash per share,6.145,0.052,0.079,0.119,0.268,WEC
Payout ratio,0.651,0.657,0.664,0.656,0.658,WEC
Operating cash flow sales ratio,0.215,0.244,0.303,0.312,0.318,WEC
Free cash flow operating cash flow ratio,-0.133,-0.108,-0.019,0.036,0.135,WEC
Cash flow coverage ratios,0.119,0.130,0.154,0.184,0.207,WEC
Short term coverage ratios,0.815,0.984,0.857,1.539,1.355,WEC
Capital expenditure coverage ratio,-0.883,-0.902,-0.981,-1.037,-1.156,WEC
Dividend paid and capex coverage ratio,-1.455,-1.454,-1.524,-1.547,-1.724,WEC
Dividend payout ratio,0.651,0.657,0.664,0.656,0.658,WEC
Price book value ratio,2.592,2.798,2.764,2.868,2.225,WEC
Price to book ratio,2.592,2.798,2.764,2.868,2.225,WEC
Price to sales ratio,3.081,3.682,4.008,3.867,2.845,WEC
Price earnings ratio,20.983,23.524,24.166,25.625,20.605,WEC
Price to free cash flows ratio,-108.164,-139.100,-678.184,343.440,66.257,WEC
Price to operating cash flows ratio,14.350,15.062,13.218,12.402,8.935,WEC
Price cash flow ratio,14.350,15.062,13.218,12.402,8.935,WEC
Price earnings to growth ratio,2.470,2.793,4.350,3.587,-1.745,WEC
Price sales ratio,3.081,3.682,4.008,3.867,2.845,WEC
Dividend yield,0.031,0.028,0.027,0.026,0.032,WEC
Enterprise value multiple,13.897,14.994,14.739,15.549,13.314,WEC
Price fair value,2.592,2.798,2.764,2.868,2.225,WEC
