,2022,2021,2020,2019,2018,ticker
Current ratio,1.144,1.023,0.721,0.679,0.623,ED
Quick ratio,0.398,0.755,0.546,0.492,0.485,ED
Cash ratio,0.113,0.183,0.173,0.156,0.144,ED
Days of sales outstanding,75.283,82.896,81.697,61.395,62.574,ED
Days of inventory outstanding,22.490,26.549,25.493,22.121,21.421,ED
Operating cycle,97.772,109.445,107.191,83.516,83.995,ED
Days of payables outstanding,89.364,90.946,105.626,73.151,71.025,ED
Cash conversion cycle,8.408,18.499,1.565,10.365,12.970,ED
Gross profit margin,0.490,0.561,0.584,0.538,0.506,ED
Operating profit margin,0.167,0.207,0.217,0.213,0.216,ED
Pretax profit margin,0.134,0.101,0.101,0.138,0.145,ED
Net profit margin,0.106,0.098,0.090,0.107,0.112,ED
Effective tax rate,0.237,0.137,0.073,0.171,0.225,ED
Return on assets,0.024,0.021,0.018,0.023,0.026,ED
Return on equity,0.080,0.067,0.058,0.075,0.083,ED
Return on capital employed,0.045,0.049,0.048,0.052,0.056,ED
Net income per EBT,0.791,0.973,0.892,0.774,0.775,ED
Ebt per ebit,0.800,0.489,0.465,0.649,0.669,ED
Ebit per revenue,0.167,0.207,0.217,0.213,0.216,ED
Debt ratio,0.698,0.678,0.697,0.686,0.688,ED
Debt equity ratio,1.180,1.266,1.331,1.251,1.238,ED
Long term debt to capitalization,0.499,0.538,0.529,0.518,0.511,ED
Total debt to capitalization,0.541,0.559,0.571,0.556,0.553,ED
Interest coverage,2.759,3.075,2.605,2.700,3.253,ED
Cash flow to debt ratio,0.161,0.108,0.088,0.139,0.130,ED
Company equity multiplier,3.339,3.150,3.337,3.223,3.224,ED
Receivables turnover,4.848,4.403,4.468,5.945,5.833,ED
Payables turnover,4.084,4.013,3.456,4.990,5.139,ED
Inventory turnover,16.230,13.748,14.317,16.500,17.039,ED
Fixed asset turnover,0.331,0.277,0.258,0.281,0.296,ED
Asset turnover,0.227,0.217,0.195,0.216,0.229,ED
Operating cash flow per share,11.135,7.844,6.565,9.540,8.646,ED
Free cash flow per share,-0.659,-3.502,-5.111,-1.072,-2.573,ED
Cash per share,3.628,2.847,3.799,2.986,2.871,ED
Payout ratio,0.656,0.765,0.886,0.688,0.609,ED
Operating cash flow sales ratio,0.251,0.200,0.179,0.249,0.218,ED
Free cash flow operating cash flow ratio,-0.059,-0.446,-0.778,-0.112,-0.298,ED
Cash flow coverage ratios,0.161,0.108,0.088,0.139,0.130,ED
Short term coverage ratios,1.038,1.339,0.559,0.978,0.838,ED
Capital expenditure coverage ratio,-0.944,-0.691,-0.562,-0.899,-0.771,ED
Dividend paid and capex coverage ratio,-1.278,-0.935,-0.749,-1.223,-1.015,ED
Dividend payout ratio,0.656,0.765,0.886,0.688,0.609,ED
Price book value ratio,1.628,1.484,1.284,1.649,1.425,ED
Price to book ratio,1.628,1.484,1.284,1.649,1.425,ED
Price to sales ratio,2.149,2.174,1.976,2.364,1.932,ED
Price earnings ratio,20.291,22.084,21.976,22.129,17.245,ED
Price to free cash flows ratio,-144.560,-24.365,-14.141,-84.430,-29.716,ED
Price to operating cash flows ratio,8.560,10.877,11.008,9.483,8.843,ED
Price cash flow ratio,8.560,10.877,11.008,9.483,8.843,ED
Price earnings to growth ratio,1.169,1.275,-1.124,-2.883,-1.587,ED
Price sales ratio,2.149,2.174,1.976,2.364,1.932,ED
Dividend yield,0.032,0.035,0.040,0.031,0.035,ED
Enterprise value multiple,11.215,11.429,10.985,11.922,10.804,ED
Price fair value,1.628,1.484,1.284,1.649,1.425,ED
