,ticker,ttm,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Total revenue(figures in $M),GS,47365.0,47365.0,59339.0,40419.0,33294.0
Interest expense(figures in $M),GS,21346.0,21346.0,5650.0,8938.0,17376.0
Income before tax(figures in $M),GS,13486.0,13486.0,27044.0,12479.0,10583.0
Income tax expense(figures in $M),GS,2225.0,2225.0,5409.0,3020.0,2117.0
Income from continuing operations(figures in $M),GS,11261.0,11261.0,21635.0,9459.0,8466.0
Net income(figures in $M),GS,11261.0,11261.0,21635.0,9459.0,8466.0
Net income available to common shareholders(figures in $M),GS,10764.0,10764.0,21151.0,8915.0,7897.0
Basic EPS(figures in $M),GS,,,6.025e-05,2.4940000000000002e-05,2.118e-05
Diluted EPS(figures in $M),GS,,,5.945e-05,2.4739999999999997e-05,2.103e-05
Basic average shares(figures in $M),GS,,,350.5,356.4,371.6
Diluted average shares(figures in $M),GS,,,355.8,360.3,375.5
