,2022,2021,2020,2019,2018,ticker
Current ratio,2.521,2.511,5.608,0.445,0.336,AIV
Quick ratio,2.303,2.862,5.297,0.222,0.223,AIV
Cash ratio,1.937,2.396,4.597,0.156,0.089,AIV
Days of sales outstanding,74.812,97.437,106.132,1.152,153.636,AIV
Days of inventory outstanding,0,0,0,0,288.942,AIV
Operating cycle,74.812,97.437,106.132,1.152,442.578,AIV
Days of payables outstanding,0,0,0,0,0,AIV
Cash conversion cycle,74.812,97.437,106.132,1.152,442.578,AIV
Gross profit margin,0.623,0.602,0.594,0.651,0.595,AIV
Operating profit margin,-1.408,0.164,0.181,0.602,0.178,AIV
Pretax profit margin,0.575,-0.109,-0.105,0.096,0.028,AIV
Net profit margin,0.398,-0.029,-0.038,0.082,0.025,AIV
Effective tax rate,0.158,0.732,0.637,-0.005,0.071,AIV
Return on assets,0.035,-0.002,-0.003,0.048,0.001,AIV
Return on equity,0.138,-0.010,-0.012,0.117,0.002,AIV
Return on capital employed,-0.129,0.012,0.015,0.360,0.004,AIV
Net income per EBT,0.692,0.268,0.362,0.854,0.883,AIV
Ebt per ebit,-0.408,-0.666,-0.580,0.160,0.156,AIV
Ebit per revenue,-1.408,0.164,0.181,0.602,0.178,AIV
Debt ratio,0.637,0.755,0.694,0.589,0.725,AIV
Debt equity ratio,2.123,3.228,2.166,1.089,2.398,AIV
Long term debt to capitalization,0.680,0.763,0.684,0.521,0.706,AIV
Total debt to capitalization,0.680,0.763,0.684,0.521,0.706,AIV
Interest coverage,-3.630,0.526,0.998,3.301,1.195,AIV
Cash flow to debt ratio,0.176,0.008,0.044,0.104,0.013,AIV
Company equity multiplier,3.981,4.863,3.683,2.455,3.642,AIV
Receivables turnover,4.879,3.746,3.439,316.785,2.376,AIV
Payables turnover,0,0,0,0,0,AIV
Inventory turnover,0,0,0,0,1.263,AIV
Fixed asset turnover,1.726,0.395,1.363,0,0.023,AIV
Asset turnover,0.087,0.070,0.082,0.581,0.021,AIV
Operating cash flow per share,1.367,0.084,0.322,0.389,0.359,AIV
Free cash flow per share,-0.223,-1.105,0.161,0.125,0.105,AIV
Cash per share,1.382,1.561,1.949,0.036,0.248,AIV
Payout ratio,0.040,0,0,0,0,AIV
Operating cash flow sales ratio,1.073,0.074,0.316,0.079,0.405,AIV
Free cash flow operating cash flow ratio,-0.163,-13.128,0.501,0.321,0.292,AIV
Cash flow coverage ratios,0.176,0.008,0.044,0.104,0.013,AIV
Short term coverage ratios,0,0,0,0,0,AIV
Capital expenditure coverage ratio,-0.860,-0.071,-2.003,-1.473,-1.413,AIV
Dividend paid and capex coverage ratio,-0.871,-0.071,-2.003,-1.473,-1.413,AIV
Dividend payout ratio,0.040,0,0,0,0,AIV
Price book value ratio,1.942,2.305,1.570,1.997,0.512,AIV
Price to book ratio,1.942,2.305,1.570,1.997,0.512,AIV
Price to sales ratio,5.588,6.795,5.180,1.399,6.589,AIV
Price earnings ratio,14.047,-231.724,-135.929,16.997,268.528,AIV
Price to free cash flows ratio,-31.951,-6.984,32.744,55.125,55.673,AIV
Price to operating cash flows ratio,5.208,91.688,16.395,17.695,16.282,AIV
Price cash flow ratio,5.208,91.688,16.395,17.695,16.282,AIV
Price earnings to growth ratio,0.009,-16.347,0.067,-0.187,-2.714,AIV
Price sales ratio,5.588,6.795,5.180,1.399,6.589,AIV
Dividend yield,0.003,0,0,0,0,AIV
Enterprise value multiple,-18.515,22.536,14.964,3.124,67.699,AIV
Price fair value,1.942,2.305,1.570,1.997,0.512,AIV
