,ticker,ttm,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Total revenue(figures in $M),AIV,190.344,190.344,169.836,151.451,732.724
Cost of revenue(figures in $M),AIV,71.792,71.792,67.613,61.514,255.991
Gross profit(figures in $M),AIV,118.552,118.552,102.223,89.937,476.733
Selling general and administrative(figures in $M),AIV,39.673,39.673,33.151,10.469,26.288
Total operating expenses(figures in $M),AIV,198.64,198.64,117.863,88.434,343.871
Operating income or loss(figures in $M),AIV,-80.088,-80.088,-15.64,1.503,132.862
Interest expense(figures in $M),AIV,73.842,73.842,52.902,27.512,133.686
Total other income/expenses net(figures in $M),AIV,259.3,259.3,49.992,9.979,-0.132
Income before tax(figures in $M),AIV,109.422,109.422,-18.55,-15.92,70.629
Income tax expense(figures in $M),AIV,17.264,17.264,-13.57,-10.149,-0.371
Income from continuing operations(figures in $M),AIV,92.158,92.158,-4.98,-5.771,71.0
Net income(figures in $M),AIV,75.726,75.726,-5.91,-5.041,60.308
Net income available to common shareholders(figures in $M),AIV,74.639,75.726,-5.91,-5.041,52.169
Basic EPS(figures in $M),AIV,,5e-07,-4e-08,-3e-08,0.0
Diluted EPS(figures in $M),AIV,,4.9e-07,-4e-08,-3e-08,0.0
Basic average shares(figures in $M),AIV,,149.395,149.48,148.569,148.866
Diluted average shares(figures in $M),AIV,,150.834,149.48,148.569,148.866
EBITDA(figures in $M),AIV,,342.231,119.064,89.557,505.282
