,ticker,ttm,2022-11-30,2021-11-30,2020-11-30,2019-11-30
Total revenue(figures in $M),CCL,14979.0,12169.0,1908.0,5594.0,20825.0
Cost of revenue(figures in $M),CCL,13038.0,11757.0,4655.0,8245.0,12909.0
Gross profit(figures in $M),CCL,1941.0,412.0,-2747.0,-2651.0,7916.0
Selling general and administrative(figures in $M),CCL,2697.0,2515.0,1885.0,1878.0,2480.0
Total operating expenses(figures in $M),CCL,5000.0,4790.0,4118.0,4119.0,4640.0
Operating income or loss(figures in $M),CCL,-3059.0,-4378.0,-6865.0,-6770.0,3276.0
Interest expense(figures in $M),CCL,1780.0,1609.0,1601.0,895.0,206.0
Total other income/expenses net(figures in $M),CCL,-164.0,-166.0,-1069.0,-2607.0,-32.0
Income before tax(figures in $M),CCL,-4878.0,-6080.0,-9522.0,-10253.0,3060.0
Income tax expense(figures in $M),CCL,18.0,14.0,-21.0,-17.0,71.0
Income from continuing operations(figures in $M),CCL,-4896.0,-6094.0,-9501.0,-10236.0,2989.0
Net income(figures in $M),CCL,-4895.0,-6093.0,-9501.0,-10236.0,2990.0
Net income available to common shareholders(figures in $M),CCL,-4895.0,-6093.0,-9501.0,-10236.0,2990.0
Basic EPS(figures in $M),CCL,,-5.16e-06,-8.46e-06,-1.3199999999999999e-05,4.34e-06
Diluted EPS(figures in $M),CCL,,-5.16e-06,-8.46e-06,-1.3199999999999999e-05,4.32e-06
Basic average shares(figures in $M),CCL,,1180.0,1123.0,775.0,690.0
Diluted average shares(figures in $M),CCL,,1180.0,1123.0,775.0,692.0
EBITDA(figures in $M),CCL,,-2196.0,-5688.0,-7117.0,5426.0
