,2022,2021,2020,2019,2018,ticker
Current ratio,1.052,1.006,0.991,0.988,1.009,ICE
Quick ratio,0.020,0.012,0.021,0.027,0.025,ICE
Cash ratio,0.012,0.004,0.007,0.012,0.011,ICE
Days of sales outstanding,44.280,48.093,54.458,55.082,55.425,ICE
Days of inventory outstanding,0,0,0,0,0,ICE
Operating cycle,44.280,48.093,54.458,55.082,55.425,ICE
Days of payables outstanding,71.288,61.830,59.122,64.540,69.837,ICE
Cash conversion cycle,-27.007,-13.737,-4.664,-9.458,-14.412,ICE
Gross profit margin,0.540,0.547,0.521,0.564,0.566,ICE
Operating profit margin,0.261,0.679,0.368,0.408,0.417,ICE
Pretax profit margin,0.188,0.622,0.336,0.379,0.402,ICE
Net profit margin,0.150,0.443,0.253,0.295,0.317,ICE
Effective tax rate,0.171,0.286,0.238,0.210,0.198,ICE
Return on assets,0.007,0.021,0.017,0.020,0.021,ICE
Return on equity,0.064,0.179,0.107,0.112,0.116,ICE
Return on capital employed,0.056,0.155,0.079,0.104,0.098,ICE
Net income per EBT,0.800,0.712,0.755,0.779,0.789,ICE
Ebt per ebit,0.718,0.916,0.912,0.928,0.963,ICE
Ebit per revenue,0.261,0.679,0.368,0.408,0.417,ICE
Debt ratio,0.883,0.882,0.844,0.816,0.814,ICE
Debt equity ratio,0.809,0.624,0.865,0.469,0.433,ICE
Long term debt to capitalization,0.447,0.358,0.426,0.243,0.274,ICE
Total debt to capitalization,0.447,0.384,0.464,0.319,0.302,ICE
Interest coverage,4.086,14.712,8.496,9.379,10.725,ICE
Cash flow to debt ratio,0.193,0.220,0.171,0.328,0.340,ICE
Company equity multiplier,8.559,8.521,6.472,5.476,5.395,ICE
Receivables turnover,8.243,7.589,6.702,6.627,6.586,ICE
Payables turnover,5.120,5.903,6.174,5.655,5.226,ICE
Inventory turnover,0,0,0,0,0,ICE
Fixed asset turnover,5.453,5.396,4.813,4.262,5.057,ICE
Asset turnover,0.050,0.047,0.065,0.069,0.068,ICE
Operating cash flow per share,6.358,5.557,5.219,4.740,4.405,ICE
Free cash flow per share,5.496,4.753,4.476,4.196,3.918,ICE
Cash per share,3.218,1.080,1.056,1.499,1.259,ICE
Payout ratio,0.590,0.184,0.320,0.321,0.279,ICE
Operating cash flow sales ratio,0.369,0.341,0.349,0.406,0.404,ICE
Free cash flow operating cash flow ratio,0.864,0.855,0.858,0.885,0.889,ICE
Cash flow coverage ratios,0.193,0.220,0.171,0.328,0.340,ICE
Short term coverage ratios,888.500,2.053,1.195,1.035,2.664,ICE
Capital expenditure coverage ratio,-7.373,-6.909,-7.027,-8.718,-9.046,ICE
Dividend paid and capex coverage ratio,9.580,10.586,11.124,8.415,9.211,ICE
Dividend payout ratio,0.590,0.184,0.320,0.321,0.279,ICE
Price book value ratio,2.526,3.385,3.264,3.009,2.518,ICE
Price to book ratio,2.526,3.385,3.264,3.009,2.518,ICE
Price to sales ratio,5.951,8.384,7.720,7.930,6.902,ICE
Price earnings ratio,39.660,18.942,30.464,26.860,21.788,ICE
Price to free cash flows ratio,18.668,28.778,25.755,22.056,19.225,ICE
Price to operating cash flows ratio,16.136,24.612,22.090,19.526,17.100,ICE
Price cash flow ratio,16.136,24.612,22.090,19.526,17.100,ICE
Price earnings to growth ratio,-0.618,0.209,2.994,-46.468,-1.149,ICE
Price sales ratio,5.951,8.384,7.720,7.930,6.902,ICE
Dividend yield,0.015,0.010,0.011,0.012,0.013,ICE
Enterprise value multiple,20.836,12.504,20.084,17.254,15.079,ICE
Price fair value,2.526,3.385,3.264,3.009,2.518,ICE
