,2022,2021,2020,2019,2018,ticker
Current ratio,2.227,2.900,2.524,2.630,2.953,NEM
Quick ratio,1.409,2.039,1.864,1.196,2.121,NEM
Cash ratio,0.983,1.881,1.644,0.940,1.901,NEM
Days of sales outstanding,11.212,10.064,14.255,13.978,17.412,NEM
Days of inventory outstanding,73.945,84.075,89.329,93.150,43.321,NEM
Operating cycle,85.157,94.139,103.583,107.128,60.734,NEM
Days of payables outstanding,26.701,24.371,24.603,27.496,20.836,NEM
Cash conversion cycle,58.456,69.768,78.980,79.632,39.898,NEM
Gross profit margin,0.274,0.365,0.364,0.265,0.268,NEM
Operating profit margin,0.123,0.142,0.246,0.411,0.164,NEM
Pretax profit margin,-0.004,0.091,0.273,0.379,0.102,NEM
Net profit margin,-0.042,0.001,0.246,0.288,0.047,NEM
Effective tax rate,-8.922,0.991,0.224,0.225,0.523,NEM
Return on assets,-0.013,0.000,0.068,0.070,0.016,NEM
Return on equity,-0.026,0.000,0.123,0.131,0.032,NEM
Return on capital employed,0.041,0.046,0.074,0.106,0.063,NEM
Net income per EBT,9.922,0.009,0.900,0.760,0.462,NEM
Ebt per ebit,-0.035,0.636,1.113,0.923,0.621,NEM
Ebit per revenue,0.123,0.142,0.246,0.411,0.164,NEM
Debt ratio,0.492,0.461,0.423,0.439,0.447,NEM
Debt equity ratio,0.317,0.286,0.291,0.319,0.385,NEM
Long term debt to capitalization,0.238,0.217,0.208,0.239,0.246,NEM
Total debt to capitalization,0.241,0.222,0.226,0.242,0.278,NEM
Interest coverage,6.436,6.354,9.166,13.286,5.739,NEM
Cash flow to debt ratio,0.525,0.679,0.728,0.419,0.452,NEM
Company equity multiplier,1.988,1.842,1.798,1.866,1.972,NEM
Receivables turnover,32.555,36.267,25.606,26.113,20.962,NEM
Payables turnover,13.670,14.977,14.836,13.275,17.518,NEM
Inventory turnover,4.936,4.341,4.086,3.918,8.425,NEM
Fixed asset turnover,0.495,0.507,0.473,0.385,0.592,NEM
Asset turnover,0.310,0.301,0.278,0.244,0.350,NEM
Operating cash flow per share,4.055,5.355,6.072,3.899,3.428,NEM
Free cash flow per share,1.372,3.287,4.453,1.909,1.492,NEM
Cash per share,4.732,6.350,7.251,3.374,6.463,NEM
Payout ratio,-3.451,175.700,0.295,0.317,0.883,NEM
Operating cash flow sales ratio,0.270,0.350,0.425,0.294,0.252,NEM
Free cash flow operating cash flow ratio,0.338,0.614,0.733,0.490,0.435,NEM
Cash flow coverage ratios,0.525,0.679,0.728,0.419,0.452,NEM
Short term coverage ratios,33.542,22.171,7.431,28.660,2.919,NEM
Capital expenditure coverage ratio,-1.511,-2.589,-3.750,-1.959,-1.770,NEM
Dividend paid and capex coverage ratio,-8.364,41.144,-10.432,-4.993,-2.499,NEM
Dividend payout ratio,-3.451,175.700,0.295,0.317,0.883,NEM
Price book value ratio,1.936,2.250,2.093,1.491,1.759,NEM
Price to book ratio,1.936,2.250,2.093,1.491,1.759,NEM
Price to sales ratio,3.145,4.054,4.188,3.279,2.546,NEM
Price earnings ratio,-74.065,4.955 K,17.021,11.385,54.160,NEM
Price to free cash flows ratio,34.414,18.871,13.450,22.762,23.231,NEM
Price to operating cash flows ratio,11.639,11.581,9.863,11.143,10.109,NEM
Price cash flow ratio,11.639,11.581,9.863,11.143,10.109,NEM
Price earnings to growth ratio,0.014,-49.731,-2.167,0.023,0.134,NEM
Price sales ratio,3.145,4.054,4.188,3.279,2.546,NEM
Dividend yield,0.047,0.035,0.017,0.028,0.016,NEM
Enterprise value multiple,11.172,12.516,9.626,6.130,8.895,NEM
Price fair value,1.936,2.250,2.093,1.491,1.759,NEM
