,2022,2021,2020,2019,2018,ticker
Current ratio,316.950,277.600,254.815,219.731,0.023,AMP
Quick ratio,316.950,277.600,254.815,219.731,0.318,AMP
Cash ratio,35.308,36.240,34.225,19.040,0.024,AMP
Days of sales outstanding,404.081,102.087 K,240.337,206.339,174.677,AMP
Days of inventory outstanding,0,0,0,0,0,AMP
Days of payables outstanding,0,0,0,0,0,AMP
Gross profit margin,1,1,1,1,0,AMP
Operating profit margin,0.237,61.052,0.167,0.192,0,AMP
Pretax profit margin,0.223,57.759,0.154,0.175,0.192,AMP
Net profit margin,0.179,47.586,0.129,0.148,0.162,AMP
Effective tax rate,0.196,0.176,0.162,0.152,0.155,AMP
Return on assets,0.016,0.016,0.009,0.012,0.016,AMP
Return on equity,0.708,0.485,0.261,0.330,0.375,AMP
Return on capital employed,0.021,0.020,0.012,0.016,0,AMP
Net income per EBT,0.804,0.824,0.838,0.848,0.845,AMP
Ebt per ebit,0.941,0.946,0.919,0.913,0,AMP
Ebit per revenue,0.237,61.052,0.167,0.192,0,AMP
Debt ratio,0.977,0.968,0.965,0.962,0.986,AMP
Debt equity ratio,1.490,0.914,0.843,0.860,0.856,AMP
Long term debt to capitalization,0.589,0.468,0.447,0.452,0.451,AMP
Total debt to capitalization,0.598,0.478,0.457,0.462,0.461,AMP
Interest coverage,17.071,18.539,12.302,11.430,0,AMP
Cash flow to debt ratio,0.818,0.640,0.935,0.475,0.543,AMP
Company equity multiplier,43.861,30.955,28.274,26.502,23.885,AMP
Receivables turnover,0.903,0.004,1.519,1.769,2.090,AMP
Payables turnover,0,0,0,0,0,AMP
Inventory turnover,0,0,0,0,0,AMP
Fixed asset turnover,0,0,0,0,0,AMP
Asset turnover,0.090,0.000,0.072,0.084,0.097,AMP
Operating cash flow per share,41.860,29.993,37.342,17.457,17.837,AMP
Free cash flow per share,40.131,28.910,36.155,16.391,16.724,AMP
Cash per share,455.058,354.480,348.368,275.585,234.581,AMP
Payout ratio,0.209,0.185,0.324,0.266,0.241,AMP
Operating cash flow sales ratio,0.309,57.328,0.389,0.184,0.201,AMP
Free cash flow operating cash flow ratio,0.959,0.964,0.968,0.939,0.938,AMP
Cash flow coverage ratios,0.818,0.640,0.935,0.475,0.543,AMP
Short term coverage ratios,21.925,16.625,23.115,11.647,12.920,AMP
Capital expenditure coverage ratio,-24.214,-27.708,-31.449,-16.371,-16.031,AMP
Dividend paid and capex coverage ratio,12.520,8.504,13.209,6.485,7.549,AMP
Dividend payout ratio,0.209,0.185,0.324,0.266,0.241,AMP
Price book value ratio,9.073,5.883,4.101,3.899,2.719,AMP
Price to book ratio,9.073,5.883,4.101,3.899,2.719,AMP
Price to sales ratio,2.297,576.592,2.022,1.751,1.176,AMP
Price earnings ratio,12.810,12.117,15.683,11.801,7.243,AMP
Price to free cash flows ratio,7.759,10.434,5.375,10.163,6.241,AMP
Price to operating cash flows ratio,7.438,10.058,5.204,9.542,5.851,AMP
Price cash flow ratio,7.438,10.058,5.204,9.542,5.851,AMP
Price earnings to growth ratio,-6.698,0.135,-1.280,-5.864,0.145,AMP
Price sales ratio,2.297,576.592,2.022,1.751,1.176,AMP
Dividend yield,0.016,0.015,0.021,0.023,0.033,AMP
Enterprise value multiple,9.302,8.626,10.071,8.915,5.599,AMP
Price fair value,9.073,5.883,4.101,3.899,2.719,AMP
