,ticker,ttm,2023-01-31,2022-01-31,2021-01-31,2020-01-31
Total revenue(figures in $M),S,361.719,422.179,204.799,93.056,46.474
Cost of revenue(figures in $M),S,128.655,144.177,81.677,39.332,18.331
Gross profit(figures in $M),S,233.064,278.002,123.122,53.724,28.143
Research development(figures in $M),S,195.748,207.008,136.274,62.444,36.683
Selling general and administrative(figures in $M),S,410.953,473.57,254.08,106.799,66.444
Total operating expenses(figures in $M),S,606.701,680.578,390.354,169.243,103.127
Operating income or loss(figures in $M),S,-373.637,-402.576,-267.232,-115.519,-74.984
Interest expense(figures in $M),S,1.227,1.83,0.787,1.401,2.015
Total other income/expenses net(figures in $M),S,-0.904,-1.293,-2.28,-0.424,-0.217
Income before tax(figures in $M),S,-364.207,-384.291,-270.097,-117.113,-76.33
Income tax expense(figures in $M),S,-7.5,-5.613,1.004,0.46,0.237
Income from continuing operations(figures in $M),S,-356.707,-378.678,-271.101,-117.573,-76.567
Net income(figures in $M),S,-356.707,-378.678,-271.101,-117.573,-76.567
Net income available to common shareholders(figures in $M),S,-356.707,-378.678,-271.101,-117.573,-76.567
Basic EPS(figures in $M),S,,-1.3600000000000001e-06,-1.56e-06,-5.5e-07,-3.6e-07
Diluted EPS(figures in $M),S,,-1.3600000000000001e-06,-1.56e-06,-5.5e-07,-3.6e-07
Basic average shares(figures in $M),S,,277.803,174.051,215.164,215.164
Diluted average shares(figures in $M),S,,277.803,174.051,215.164,215.164
EBITDA(figures in $M),S,,-352.74,-261.401,-112.875,-72.46
