,ticker,ttm,2022-09-30,2021-09-30,2020-09-30,2019-09-30
Total revenue(figures in $M),ROK,7884.1,7760.4,6997.4,6329.8,6694.8
Cost of revenue(figures in $M),ROK,4717.6,4658.4,4099.7,3734.6,3794.7
Gross profit(figures in $M),ROK,3166.5,3102.0,2897.7,2595.2,2900.1
Selling general and administrative(figures in $M),ROK,1788.7,1766.7,1680.0,1479.8,1538.5
Total operating expenses(figures in $M),ROK,1788.7,1766.7,1680.0,1479.8,1538.5
Operating income or loss(figures in $M),ROK,1377.8,1335.3,1217.7,1115.4,1361.6
Interest expense(figures in $M),ROK,127.7,123.2,94.6,103.5,98.2
Total other income/expenses net(figures in $M),ROK,3.7,-138.5,403.1,124.2,-362.4
Income before tax(figures in $M),ROK,1259.0,1073.6,1526.2,1136.1,901.0
Income tax expense(figures in $M),ROK,200.1,154.5,181.9,112.9,205.2
Income from continuing operations(figures in $M),ROK,1058.9,919.1,1344.3,1023.2,695.8
Net income(figures in $M),ROK,1074.7,919.1,1358.1,1023.2,695.8
Net income available to common shareholders(figures in $M),ROK,1071.0,919.1,1358.1,1023.2,695.8
Basic EPS(figures in $M),ROK,,8.02e-06,1.169e-05,8.83e-06,6.01e-06
Diluted EPS(figures in $M),ROK,,7.97e-06,1.158e-05,8.769999999999999e-06,5.83e-06
Basic average shares(figures in $M),ROK,,115.9,116.0,115.8,115.7
Diluted average shares(figures in $M),ROK,,116.7,117.1,116.6,119.3
EBITDA(figures in $M),ROK,,1435.7,1810.6,1412.3,1151.4
