,2022,2021,2020,2019,2018,ticker
Current ratio,0.954,1.029,0.991,1.022,1.012,MCK
Quick ratio,0.456,0.577,0.562,0.564,0.556,MCK
Cash ratio,0.073,0.142,0.094,0.079,0.073,MCK
Days of sales outstanding,25.696,29.388,31.516,31.074,31.026,MCK
Days of inventory outstanding,27.214,31.072,27.886,30.108,30.193,MCK
Operating cycle,52.910,60.460,59.402,61.182,61.219,MCK
Days of payables outstanding,55.420,62.924,61.984,60.999,59.565,MCK
Cash conversion cycle,-2.511,-2.464,-2.582,0.183,1.654,MCK
Gross profit margin,0.050,0.051,0.052,0.055,0.054,MCK
Operating profit margin,0.011,0.015,0.007,0.004,0.004,MCK
Pretax profit margin,0.007,-0.021,0.005,0.003,0.001,MCK
Net profit margin,0.004,-0.018,0.004,0.000,0.000,MCK
Effective tax rate,0.330,0.138,0.016,0.584,-0.222,MCK
Return on assets,0.018,-0.067,0.015,0.001,0.001,MCK
Return on equity,-0.490,206.619,0.177,0.004,0.007,MCK
Return on capital employed,0.192,0.168,0.089,0.040,0.032,MCK
Net income per EBT,0.578,0.862,0.787,0.056,0.280,MCK
Ebt per ebit,0.676,-1.429,0.688,0.688,0.314,MCK
Ebit per revenue,0.011,0.015,0.007,0.004,0.004,MCK
Debt ratio,1.028,0.978,0.890,0.861,0.833,MCK
Debt equity ratio,-3.320,-447.857,1.846,0.938,0.804,MCK
Long term debt to capitalization,1.544,1.003,0.611,0.473,0.408,MCK
Total debt to capitalization,1.431,1.002,0.649,0.484,0.446,MCK
Interest coverage,16.022,16.230,6.679,3.356,2.693,MCK
Cash flow to debt ratio,0.588,0.483,0.465,0.531,0.551,MCK
Company equity multiplier,-27.860,-3.096 K,12.028,7.372,6.159,MCK
Receivables turnover,14.205,12.420,11.582,11.746,11.764,MCK
Payables turnover,6.586,5.801,5.889,5.984,6.128,MCK
Inventory turnover,13.412,11.747,13.089,12.123,12.089,MCK
Fixed asset turnover,72.518,50.893,54.352,84.113,84.560,MCK
Asset turnover,4.170,3.664,3.772,3.592,3.451,MCK
Operating cash flow per share,29.114,28.281,24.219,20.592,20.889,MCK
Free cash flow per share,25.601,24.290,21.417,17.750,18.101,MCK
Cash per share,23.191,39.091,22.231,15.209,12.846,MCK
Payout ratio,0.249,-0.064,0.327,8.588,3.910,MCK
Operating cash flow sales ratio,0.017,0.019,0.019,0.019,0.021,MCK
Free cash flow operating cash flow ratio,0.879,0.859,0.884,0.862,0.867,MCK
Cash flow coverage ratios,0.588,0.483,0.465,0.531,0.551,MCK
Short term coverage ratios,4.046,4.012,3.111,12.230,3.849,MCK
Capital expenditure coverage ratio,-8.288,-7.086,-8.644,-7.246,-7.491,MCK
Dividend paid and capex coverage ratio,-17.186,-12.444,-20.632,-15.230,-13.664,MCK
Dividend payout ratio,0.249,-0.064,0.327,8.588,3.910,MCK
Price book value ratio,-20.521,-1.492 K,4.797,2.878,2.989,MCK
Price to book ratio,-20.521,-1.492 K,4.797,2.878,2.989,MCK
Price to sales ratio,0.177,0.131,0.106,0.109,0.141,MCK
Price earnings ratio,41.852,-7.219,27.142,685.078,437.328,MCK
Price to free cash flows ratio,11.958,8.030,6.315,6.695,7.782,MCK
Price to operating cash flows ratio,10.515,6.896,5.585,5.771,6.744,MCK
Price cash flow ratio,10.515,6.896,5.585,5.771,6.744,MCK
Price earnings to growth ratio,0.329,0.011,0.010,-14.615,-4.435,MCK
Price sales ratio,0.177,0.131,0.106,0.109,0.141,MCK
Dividend yield,0.006,0.009,0.012,0.013,0.009,MCK
Enterprise value multiple,14.018,7.814,11.533,17.409,27.651,MCK
Price fair value,-20.521,-1.492 K,4.797,2.878,2.989,MCK
