,2015,2014,2013,2012,2011,ticker
Current ratio,0.623,0.515,0.410,0.916,1.191,TWC
Quick ratio,0.545,0.382,0.294,0.814,1.251,TWC
Cash ratio,0.296,0.157,0.100,0.620,0.964,TWC
Days of sales outstanding,14.109,15.184,15.742,15.070,14.229,TWC
Days of inventory outstanding,0,0,0,0,0,TWC
Days of payables outstanding,0,0,19.941,23.974,21.769,TWC
Gross profit margin,1,1,0.532,0.535,0.536,TWC
Operating profit margin,0.179,0.203,0.207,0.208,0.207,TWC
Pretax profit margin,0.126,0.142,0.137,0.156,0.125,TWC
Net profit margin,0.078,0.089,0.088,0.101,0.085,TWC
Effective tax rate,0.383,0.375,0.357,0.353,0.323,TWC
Return on assets,0.037,0.042,0.040,0.043,0.034,TWC
Return on equity,0.205,0.253,0.281,0.296,0.221,TWC
Return on capital employed,0.094,0.105,0.106,0.100,0.095,TWC
Net income per EBT,0.617,0.625,0.643,0.646,0.676,TWC
Ebt per ebit,0.705,0.701,0.664,0.751,0.605,TWC
Ebit per revenue,0.179,0.203,0.207,0.208,0.207,TWC
Debt ratio,0.817,0.835,0.856,0.854,0.844,TWC
Debt equity ratio,4.478,5.053,5.953,5.843,5.411,TWC
Long term debt to capitalization,0.714,0.739,0.770,0.776,0.764,TWC
Total debt to capitalization,0.714,0.747,0.783,0.786,0.778,TWC
Interest coverage,3.024,3.264,2.945,2.754,2.670,TWC
Cash flow to debt ratio,0.291,0.268,0.230,0.207,0.215,TWC
Company equity multiplier,5.478,6.053,6.953,6.843,6.411,TWC
Receivables turnover,25.870,24.038,23.187,24.220,25.652,TWC
Payables turnover,0,0,18.304,15.225,16.767,TWC
Inventory turnover,0,0,0,0,0,TWC
Fixed asset turnover,1.398,1.427,1.469,1.451,1.415,TWC
Asset turnover,0.481,0.470,0.458,0.429,0.408,TWC
Operating cash flow per share,23.139,22.735,20.003,17.950,17.252,TWC
Free cash flow per share,7.226,7.927,8.745,7.895,8.344,TWC
Cash per share,4.370,2.760,2.020,11.222,18.050,TWC
Payout ratio,0.469,0.422,0.388,0.325,0.386,TWC
Operating cash flow sales ratio,0.276,0.278,0.260,0.258,0.289,TWC
Free cash flow operating cash flow ratio,0.312,0.349,0.437,0.440,0.484,TWC
Cash flow coverage ratios,0.291,0.268,0.230,0.207,0.215,TWC
Short term coverage ratios,1.308 K,6.244,3.256,3.640,2.680,TWC
Capital expenditure coverage ratio,-1.471,-1.550,-1.799,-1.785,-1.937,TWC
Dividend paid and capex coverage ratio,-1.826,-1.960,-2.358,-2.307,-2.478,TWC
Dividend payout ratio,0.469,0.422,0.388,0.325,0.386,TWC
Dividend yield,0,0,0,0,0,TWC
