,headline,final_score,datetime
0,RBC Capital Maintains DuPont de Nemours (DD) Outperform Recommendation,86,2023-05-04 14:55:56
1,Morgan Stanley Maintains DuPont de Nemours (DD) Equal-Weight Recommendation,86,2023-05-04 14:55:56
2,DuPont de Nemours Inc. stock outperforms market despite losses on the day,86,2023-05-04 09:49:00
3,Morgan Stanley Remains a Hold on DuPont de Nemours (DD),86,2023-05-04 04:26:00
4,June 23rd Options Now Available For DuPont (DD),86,2023-05-04 02:56:00
5,DuPont price target lowered to $81 from $92 at RBC Capital,86,2023-05-04 01:47:00
6,Deutsche Bank Maintains DuPont de Nemours (DD) Hold Recommendation,86,2023-05-03 18:10:19
7,BMO Capital Maintains DuPont de Nemours (DD) Outperform Recommendation,86,2023-05-03 18:10:17
8,"DuPont de Nemours Inc. stock falls Wednesday, underperforms market",86,2023-05-03 09:48:00
9,Wells Fargo Maintains DuPont de Nemours (DD) Overweight Recommendation,86,2023-05-03 07:58:37
10,Barclays Maintains DuPont de Nemours (DD) Equal-Weight Recommendation,86,2023-05-03 06:36:44
11,Mizuho Maintains DuPont de Nemours (DD) Buy Recommendation,86,2023-05-03 06:36:44
12,DuPont price target lowered to $70 from $82 at Deutsche Bank,86,2023-05-03 02:13:00
13,DuPont price target lowered to $84 from $103 at BMO Capital,86,2023-05-03 01:57:00
14,DuPont price target lowered to $75 from $85 at Wells Fargo,86,2023-05-03 01:25:00
15,"DuPont sees weak smartphone, PC and chip demand, as consumers spend less on electronics",86,2023-05-03 00:23:00
17,DuPont price target lowered to $81 from $85 at Mizuho,86,2023-05-02 22:53:00
18,DuPont price target lowered to $72 from $76 at Barclays,86,2023-05-02 21:45:00
19,Barclays Sticks to Their Hold Rating for DuPont de Nemours (DD),86,2023-05-02 20:25:00
20,DuPont de Nemours Inc. stock underperforms Tuesday when compared to competitors,86,2023-05-02 09:48:00
21,DuPont trims revenue forecast on sluggish electronics recovery,86,2023-05-02 08:07:10
