,2022,2021,2020,2019,2018,ticker
Current ratio,1.740,1.576,1.514,2.079,2.487,JNPR
Quick ratio,1.115,1.190,1.267,1.835,2.341,JNPR
Cash ratio,0.423,0.492,0.630,0.787,1.351,JNPR
Days of sales outstanding,84.502,76.647,79.165,72.230,59.264,JNPR
Days of inventory outstanding,96.496,99.733,40.998,18.084,15.433,JNPR
Operating cycle,180.999,176.381,120.163,90.314,74.696,JNPR
Days of payables outstanding,54.121,50.068,54.026,43.814,39.979,JNPR
Cash conversion cycle,126.877,126.313,66.136,46.501,34.717,JNPR
Gross profit margin,0.558,0.579,0.579,0.589,0.590,JNPR
Operating profit margin,0.098,0.082,0.122,0.099,0.123,JNPR
Pretax profit margin,0.101,0.065,0.060,0.093,0.115,JNPR
Net profit margin,0.089,0.053,0.058,0.078,0.122,JNPR
Effective tax rate,0.113,0.185,0.028,0.167,-0.064,JNPR
Return on assets,0.051,0.028,0.027,0.039,0.061,JNPR
Return on equity,0.105,0.059,0.057,0.075,0.118,JNPR
Return on capital employed,0.072,0.055,0.075,0.061,0.076,JNPR
Net income per EBT,0.878,0.815,0.972,0.833,1.064,JNPR
Ebt per ebit,1.033,0.800,0.487,0.937,0.931,JNPR
Ebit per revenue,0.098,0.082,0.122,0.099,0.123,JNPR
Debt ratio,0.520,0.514,0.516,0.478,0.485,JNPR
Debt equity ratio,0.384,0.424,0.504,0.400,0.443,JNPR
Long term debt to capitalization,0.278,0.298,0.291,0.285,0.271,JNPR
Total debt to capitalization,0.278,0.298,0.335,0.285,0.307,JNPR
Interest coverage,8.858,7.628,7.066,4.985,5.545,JNPR
Cash flow to debt ratio,0.057,0.377,0.267,0.287,0.403,JNPR
Company equity multiplier,2.084,2.059,2.064,1.917,1.941,JNPR
Receivables turnover,4.319,4.762,4.611,5.053,6.159,JNPR
Payables turnover,6.744,7.290,6.756,8.331,9.130,JNPR
Inventory turnover,3.783,3.660,8.903,20.183,23.651,JNPR
Fixed asset turnover,6.558,5.479,4.694,4.443,4.883,JNPR
Asset turnover,0.568,0.533,0.474,0.503,0.496,JNPR
Operating cash flow per share,0.301,2.126,1.852,1.541,2.467,JNPR
Free cash flow per share,-0.023,1.818,1.548,1.222,2.045,JNPR
Cash per share,3.365,3.816,5.369,5.693,10.198,JNPR
Payout ratio,0.574,1.025,1.024,0.754,0.440,JNPR
Operating cash flow sales ratio,0.018,0.146,0.138,0.119,0.185,JNPR
Free cash flow operating cash flow ratio,-0.077,0.855,0.836,0.793,0.829,JNPR
Cash flow coverage ratios,0.057,0.377,0.267,0.287,0.403,JNPR
Short term coverage ratios,0,0,1.452,0,2.461,JNPR
Capital expenditure coverage ratio,-0.929,-6.897,-6.096,-4.826,-5.842,JNPR
Dividend paid and capex coverage ratio,0.590,4.335,3.739,3.514,8.450,JNPR
Dividend payout ratio,0.574,1.025,1.024,0.754,0.440,JNPR
Price book value ratio,2.314,2.683,1.637,1.833,1.947,JNPR
Price to book ratio,2.314,2.683,1.637,1.833,1.947,JNPR
Price to sales ratio,1.953,2.446,1.673,1.902,2.021,JNPR
Price earnings ratio,21.985,45.842,28.849,24.501,16.567,JNPR
Price to free cash flows ratio,-1.381 K,19.644,14.537,20.160,13.159,JNPR
Price to operating cash flows ratio,106.097,16.796,12.152,15.982,10.907,JNPR
Price cash flow ratio,106.097,16.796,12.152,15.982,10.907,JNPR
Price earnings to growth ratio,0.256,0,-1.267,-0.651,0.166,JNPR
Price sales ratio,1.953,2.446,1.673,1.902,2.021,JNPR
Dividend yield,0.026,0.022,0.036,0.031,0.027,JNPR
Enterprise value multiple,14.941,20.877,11.059,12.556,10.682,JNPR
Price fair value,2.314,2.683,1.637,1.833,1.947,JNPR
