,2022,2021,2020,2019,2018,ticker
Current ratio,0.998,0.859,0.358,0.523,0.565,CHK
Quick ratio,0.580,0.826,0.331,0.416,0.442,CHK
Cash ratio,0.048,0.370,0.090,0.003,0.001,CHK
Days of sales outstanding,45.868,0,52.263,42.567,44.488,CHK
Days of inventory outstanding,0,0,0,0,0,CHK
Days of payables outstanding,28.421,0,27.514,22.460,33.297,CHK
Gross profit margin,0.323,0,0.119,0.047,0.182,CHK
Operating profit margin,0.330,0,-0.018,-0.002,0.158,CHK
Pretax profit margin,0.319,0,-1.875,-0.075,0.085,CHK
Net profit margin,0.431,0,-1.871,-0.036,0.085,CHK
Effective tax rate,-0.352,0,0.002,0.518,-0.012,CHK
Net income per EBT,1.352,0,0.998,0.482,1.007,CHK
Ebt per ebit,0.966,0,102.832,39.938,0.535,CHK
Ebit per revenue,0.330,0,-0.018,-0.002,0.158,CHK
Debt ratio,0.410,0.485,1.811,0.728,0.957,CHK
Debt equity ratio,0.348,0.407,-0.366,2.167,22.448,CHK
Long term debt to capitalization,0.253,0.287,0,0.675,0.955,CHK
Total debt to capitalization,0.258,0.289,-0.576,0.684,0.957,CHK
Interest coverage,23.625,0,-0.227,-0.024,3.329,CHK
Company equity multiplier,1.695,1.941,-1.233,3.711,31.823,CHK
Inventory turnover,0,0,0,0,0,CHK
Operating cash flow per share,32.794,0,119.104,194.955,440.044,CHK
Free cash flow per share,18.301,0,115.932,184.985,372.057,CHK
Cash per share,1.034,0,28.548,0.721,0.880,CHK
Payout ratio,0.246,0,-0.002,-0.295,0.105,CHK
Operating cash flow sales ratio,0.360,0,0.223,0.191,0.195,CHK
Free cash flow operating cash flow ratio,0.558,0,0.973,0.949,0.846,CHK
Capital expenditure coverage ratio,-2.263,0,-37.548,-19.554,-6.472,CHK
Dividend paid and capex coverage ratio,-6.751,0,-129.333,202.875,-9.217,CHK
Dividend payout ratio,0.246,0,-0.002,-0.295,0.105,CHK
Price book value ratio,1.301,0,-0.082,0.086,0.594,CHK
Price to book ratio,1.301,0,-0.082,0.086,0.594,CHK
Price to sales ratio,1.037,0,0.084,0.044,0.020,CHK
Price earnings ratio,2.405,0,-0.045,-1.216,0.234,CHK
Price to free cash flows ratio,5.157,0,0.388,0.243,0.121,CHK
Price to operating cash flows ratio,2.878,0,0.378,0.231,0.102,CHK
Price cash flow ratio,2.878,0,0.378,0.231,0.102,CHK
Price earnings to growth ratio,0,0,0.000,0.010,-0.028,CHK
Price sales ratio,1.037,0,0.084,0.044,0.020,CHK
Enterprise value multiple,2.813,0,2.109,4.371,3.175,CHK
Price fair value,1.301,0,-0.082,0.086,0.594,CHK
