,ticker,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Cash and cash equivalents(figures in $M),CMI,2101.0,2592.0,3401.0,1129.0
Other short-term investments(figures in $M),CMI,472.0,595.0,461.0,341.0
Total cash(figures in $M),CMI,2573.0,3187.0,3862.0,1470.0
Net receivables(figures in $M),CMI,5202.0,3990.0,3820.0,3670.0
Inventory(figures in $M),CMI,5603.0,4355.0,3425.0,3486.0
Other current assets(figures in $M),CMI,1073.0,0.0,0.0,0.0
Total current assets(figures in $M),CMI,14451.0,12309.0,11897.0,9387.0
"Gross property, plant and equipment(figures in $M)",CMI,10999.0,9802.0,9449.0,8699.0
Accumulated depreciation(figures in $M),CMI,-4986.0,-4936.0,-4756.0,-4454.0
"Net property, plant and equipment(figures in $M)",CMI,5521.0,4422.0,4255.0,4245.0
Equity and other investments(figures in $M),CMI,1759.0,1538.0,1441.0,1237.0
Goodwill(figures in $M),CMI,2343.0,1287.0,1293.0,1286.0
Intangible assets(figures in $M),CMI,2687.0,900.0,963.0,1003.0
Other long-term assets(figures in $M),CMI,2140.0,1766.0,1733.0,1578.0
Total non-current assets(figures in $M),CMI,15848.0,11401.0,10727.0,10350.0
Total assets(figures in $M),CMI,30299.0,23710.0,22624.0,19737.0
Current debt(figures in $M),CMI,3357.0,580.0,554.0,791.0
Accounts payable(figures in $M),CMI,4252.0,3021.0,2820.0,2534.0
Taxes payable(figures in $M),CMI,173.0,107.0,82.0,52.0
Accrued liabilities(figures in $M),CMI,1465.0,1945.0,1786.0,1842.0
Deferred revenues(figures in $M),CMI,1004.0,855.0,691.0,533.0
Total current liabilities(figures in $M),CMI,11421.0,7084.0,6335.0,6260.0
Long-term debt(figures in $M),CMI,4498.0,3579.0,3610.0,1576.0
Deferred tax liabilities(figures in $M),CMI,649.0,403.0,325.0,306.0
Deferred revenues(figures in $M),CMI,844.0,850.0,840.0,821.0
Other long-term liabilities(figures in $M),CMI,3311.0,1508.0,1548.0,1379.0
Total non-current liabilities(figures in $M),CMI,8653.0,7225.0,7300.0,5012.0
Total liabilities(figures in $M),CMI,20074.0,14309.0,13635.0,11272.0
Common stock(figures in $M),CMI,2243.0,2427.0,2404.0,2346.0
Retained earnings(figures in $M),CMI,18037.0,16741.0,15419.0,14416.0
Accumulated other comprehensive income(figures in $M),CMI,-1890.0,-1571.0,-1982.0,-2028.0
Total stockholders' equity(figures in $M),CMI,8975.0,8474.0,8062.0,7507.0
Total liabilities and stockholders' equity(figures in $M),CMI,30299.0,23710.0,22624.0,19737.0
