,2022,2021,2020,2019,2018,ticker
Current ratio,1.265,1.738,1.878,1.500,1.538,CMI
Quick ratio,0.681,1.013,1.213,0.821,0.844,CMI
Cash ratio,0.184,0.366,0.537,0.180,0.204,CMI
Days of sales outstanding,67.633,60.628,70.380,56.830,59.362,CMI
Days of inventory outstanding,95.767,86.739,83.805,72.332,76.080,CMI
Operating cycle,163.400,147.367,154.185,129.162,135.442,CMI
Days of payables outstanding,72.675,60.169,69.002,52.579,57.116,CMI
Cash conversion cycle,90.724,87.198,85.184,76.584,78.326,CMI
Gross profit margin,0.239,0.237,0.247,0.254,0.241,CMI
Operating profit margin,0.080,0.113,0.089,0.115,0.117,CMI
Pretax profit margin,0.100,0.115,0.118,0.120,0.116,CMI
Net profit margin,0.077,0.089,0.090,0.096,0.090,CMI
Effective tax rate,0.226,0.213,0.225,0.200,0.206,CMI
Return on assets,0.071,0.090,0.079,0.115,0.112,CMI
Return on equity,0.240,0.251,0.222,0.301,0.291,CMI
Return on capital employed,0.118,0.163,0.108,0.200,0.220,CMI
Net income per EBT,0.763,0.775,0.765,0.797,0.778,CMI
Ebt per ebit,1.262,1.017,1.325,1.050,0.988,CMI
Ebit per revenue,0.080,0.113,0.089,0.115,0.117,CMI
Debt ratio,0.663,0.604,0.603,0.571,0.567,CMI
Debt equity ratio,0.875,0.491,0.516,0.315,0.337,CMI
Long term debt to capitalization,0.334,0.297,0.309,0.174,0.179,CMI
Total debt to capitalization,0.467,0.329,0.341,0.240,0.252,CMI
Interest coverage,11.226,24.378,17.650,24.771,24.439,CMI
Cash flow to debt ratio,0.250,0.542,0.654,1.344,0.960,CMI
Company equity multiplier,3.376,2.798,2.806,2.629,2.594,CMI
Receivables turnover,5.397,6.020,5.186,6.423,6.149,CMI
Payables turnover,5.022,6.066,5.290,6.942,6.391,CMI
Inventory turnover,3.811,4.208,4.355,5.046,4.798,CMI
Fixed asset turnover,5.085,5.432,4.656,5.553,5.803,CMI
Asset turnover,0.927,1.013,0.876,1.194,1.247,CMI
Operating cash flow per share,13.239,15.602,18.367,20.470,14.661,CMI
Free cash flow per share,7.058,10.166,14.487,15.483,9.827,CMI
Cash per share,17.362,22.040,26.059,9.459,9.402,CMI
Payout ratio,0.397,0.380,0.437,0.337,0.335,CMI
Operating cash flow sales ratio,0.070,0.094,0.137,0.135,0.100,CMI
Free cash flow operating cash flow ratio,0.533,0.652,0.789,0.756,0.670,CMI
Cash flow coverage ratios,0.250,0.542,0.654,1.344,0.960,CMI
Short term coverage ratios,0.584,3.890,4.913,4.021,2.705,CMI
Capital expenditure coverage ratio,-2.142,-2.870,-4.734,-4.105,-3.033,CMI
Dividend paid and capex coverage ratio,-32.164,98.087,13.150,-227.214,-36.030,CMI
Dividend payout ratio,0.397,0.380,0.437,0.337,0.335,CMI
Price book value ratio,4.001,3.722,4.175,3.705,2.950,CMI
Price to book ratio,4.001,3.722,4.175,3.705,2.950,CMI
Price to sales ratio,1.279,1.313,1.699,1.180,0.912,CMI
Price earnings ratio,16.693,14.802,18.813,12.305,10.124,CMI
Price to free cash flows ratio,34.328,21.458,15.676,11.559,13.599,CMI
Price to operating cash flows ratio,18.301,13.982,12.365,8.743,9.115,CMI
Price cash flow ratio,18.301,13.982,12.365,8.743,9.115,CMI
Price earnings to growth ratio,5.349,0.669,-1.107,1.212,0.084,CMI
Price sales ratio,1.279,1.313,1.699,1.180,0.912,CMI
Dividend yield,0.024,0.026,0.023,0.027,0.033,CMI
Enterprise value multiple,13.804,11.569,14.118,9.487,6.658,CMI
Price fair value,4.001,3.722,4.175,3.705,2.950,CMI
