,ticker,ttm,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Total revenue(figures in $M),CMI,28074.0,28074.0,24021.0,19811.0,23571.0
Cost of revenue(figures in $M),CMI,21355.0,21355.0,18326.0,14917.0,17591.0
Gross profit(figures in $M),CMI,6719.0,6719.0,5695.0,4894.0,5980.0
Research development(figures in $M),CMI,1278.0,1278.0,1090.0,906.0,1001.0
Selling general and administrative(figures in $M),CMI,2687.0,2687.0,2374.0,2125.0,2454.0
Total operating expenses(figures in $M),CMI,4097.0,4139.0,3495.0,3077.0,3491.0
Operating income or loss(figures in $M),CMI,2622.0,2580.0,2200.0,1817.0,2489.0
Interest expense(figures in $M),CMI,199.0,199.0,111.0,100.0,109.0
Total other income/expenses net(figures in $M),CMI,347.0,438.0,662.0,621.0,408.0
Income before tax(figures in $M),CMI,2819.0,2819.0,2751.0,2338.0,2834.0
Income tax expense(figures in $M),CMI,636.0,636.0,587.0,527.0,566.0
Income from continuing operations(figures in $M),CMI,2183.0,2183.0,2164.0,1811.0,2268.0
Net income(figures in $M),CMI,2151.0,2151.0,2131.0,1789.0,2260.0
Net income available to common shareholders(figures in $M),CMI,2151.0,2151.0,2131.0,1789.0,2260.0
Basic EPS(figures in $M),CMI,,1.5199999999999998e-05,1.474e-05,1.207e-05,1.454e-05
Diluted EPS(figures in $M),CMI,,1.512e-05,1.4609999999999999e-05,1.201e-05,1.448e-05
Basic average shares(figures in $M),CMI,,141.5,144.6,148.2,155.4
Diluted average shares(figures in $M),CMI,,142.3,145.9,149.0,156.1
EBITDA(figures in $M),CMI,,3018.0,2862.0,2438.0,2943.0
