,2022,2021,2020,2019,2018,ticker
Current ratio,2.030,2.224,2.328,1.533,3.286,A
Quick ratio,1.321,1.608,1.690,1.112,2.582,A
Cash ratio,0.566,0.869,0.982,0.664,1.919,A
Days of sales outstanding,74.887,67.697,70.963,65.747,57.639,A
Days of inventory outstanding,121.200,104.035,105.036,105.104,104.567,A
Operating cycle,196.086,171.732,175.999,170.851,162.206,A
Days of payables outstanding,67.722,55.903,51.643,54.796,55.725,A
Cash conversion cycle,128.364,115.829,124.356,116.054,106.481,A
Gross profit margin,0.544,0.539,0.531,0.543,0.547,A
Operating profit margin,0.236,0.213,0.158,0.182,0.189,A
Pretax profit margin,0.220,0.215,0.158,0.178,0.193,A
Net profit margin,0.183,0.191,0.135,0.207,0.064,A
Effective tax rate,0.166,0.110,0.146,-0.165,0.666,A
Return on assets,0.119,0.113,0.075,0.113,0.037,A
Return on equity,0.237,0.225,0.148,0.226,0.069,A
Return on capital employed,0.187,0.150,0.104,0.128,0.126,A
Net income per EBT,0.834,0.890,0.854,1.165,0.334,A
Ebt per ebit,0.930,1.010,0.995,0.977,1.019,A
Ebit per revenue,0.236,0.213,0.158,0.182,0.189,A
Debt ratio,0.497,0.497,0.494,0.498,0.465,A
Debt equity ratio,0.524,0.506,0.484,0.507,0.394,A
Long term debt to capitalization,0.341,0.336,0.319,0.274,0.283,A
Total debt to capitalization,0.344,0.336,0.326,0.336,0.283,A
Interest coverage,19.262,16.630,10.846,12.716,12.373,A
Cash flow to debt ratio,0.474,0.544,0.390,0.424,0.604,A
Company equity multiplier,1.988,1.986,1.976,1.991,1.870,A
Receivables turnover,4.874,5.392,5.144,5.552,6.332,A
Payables turnover,5.390,6.529,7.068,6.661,6.550,A
Inventory turnover,3.012,3.508,3.475,3.473,3.491,A
Fixed asset turnover,6.225,6.687,6.318,6.074,5.978,A
Asset turnover,0.651,0.590,0.555,0.546,0.575,A
Operating cash flow per share,4.388,4.885,2.981,3.252,3.386,A
Free cash flow per share,3.415,4.263,2.595,2.755,2.835,A
Cash per share,3.522,5.181,4.663,4.401,7,A
Payout ratio,0.199,0.195,0.309,0.192,0.604,A
Operating cash flow sales ratio,0.192,0.235,0.173,0.198,0.221,A
Free cash flow operating cash flow ratio,0.778,0.873,0.871,0.847,0.837,A
Cash flow coverage ratios,0.474,0.544,0.390,0.424,0.604,A
Short term coverage ratios,36.444,0,12.280,1.657,0,A
Capital expenditure coverage ratio,-4.509,-7.857,-7.739,-6.545,-6.141,A
Dividend paid and capex coverage ratio,-32,31.596,8.942,20.420,77.643,A
Dividend payout ratio,0.199,0.195,0.309,0.192,0.604,A
Price book value ratio,7.821,8.860,6.474,5.010,4.554,A
Price to book ratio,7.821,8.860,6.474,5.010,4.554,A
Price to sales ratio,6.041,7.556,5.909,4.607,4.232,A
Price earnings ratio,32.988,39.460,43.875,22.209,65.815,A
Price to free cash flows ratio,40.516,36.841,39.334,27.498,22.854,A
Price to operating cash flows ratio,31.529,32.152,34.252,23.296,19.133,A
Price cash flow ratio,31.529,32.152,34.252,23.296,19.133,A
Price earnings to growth ratio,6.252,0.557,-1.385,0.090,-1.224,A
Price sales ratio,6.041,7.556,5.909,4.607,4.232,A
Dividend yield,0.006,0.005,0.007,0.009,0.009,A
Enterprise value multiple,22.616,27.804,26.436,20.155,16.531,A
Price fair value,7.821,8.860,6.474,5.010,4.554,A
