,ticker,2022-10-31,2021-10-31,2020-10-31,2019-10-31
Cash and cash equivalents(figures in $M),A,1053.0,1484.0,1441.0,1382.0
Other short-term investments(figures in $M),A,0.0,91.0,0.0,0.0
Total cash(figures in $M),A,1053.0,1575.0,1441.0,1382.0
Net receivables(figures in $M),A,1405.0,1172.0,1038.0,930.0
Inventory(figures in $M),A,1038.0,830.0,720.0,679.0
Other current assets(figures in $M),A,282.0,222.0,216.0,198.0
Total current assets(figures in $M),A,3778.0,3799.0,3415.0,3189.0
"Gross property, plant and equipment(figures in $M)",A,2248.0,2067.0,1874.0,1775.0
Accumulated depreciation(figures in $M),A,-1148.0,-1122.0,-1029.0,-925.0
"Net property, plant and equipment(figures in $M)",A,1100.0,945.0,845.0,850.0
Equity and other investments(figures in $M),A,195.0,185.0,158.0,102.0
Goodwill(figures in $M),A,4773.0,4956.0,4433.0,4700.0
Intangible assets(figures in $M),A,821.0,981.0,831.0,1107.0
Other long-term assets(figures in $M),A,670.0,820.0,776.0,611.0
Total non-current assets(figures in $M),A,6738.0,6906.0,6212.0,6263.0
Total assets(figures in $M),A,10516.0,10705.0,9627.0,9452.0
Current debt(figures in $M),A,36.0,0.0,75.0,616.0
Accounts payable(figures in $M),A,580.0,446.0,354.0,354.0
Accrued liabilities(figures in $M),A,329.0,328.0,285.0,440.0
Deferred revenues(figures in $M),A,461.0,441.0,386.0,336.0
Total current liabilities(figures in $M),A,1861.0,1708.0,1467.0,2080.0
Long-term debt(figures in $M),A,2733.0,2729.0,2284.0,1791.0
Other long-term liabilities(figures in $M),A,536.0,659.0,614.0,473.0
Total non-current liabilities(figures in $M),A,3366.0,3608.0,3287.0,2624.0
Total liabilities(figures in $M),A,5227.0,5316.0,4754.0,4704.0
Common stock(figures in $M),A,3.0,3.0,3.0,3.0
Retained earnings(figures in $M),A,324.0,348.0,81.0,-18.0
Accumulated other comprehensive income(figures in $M),A,-363.0,-282.0,-522.0,-514.0
Total stockholders' equity(figures in $M),A,5289.0,5389.0,4873.0,4748.0
Total liabilities and stockholders' equity(figures in $M),A,10516.0,10705.0,9627.0,9452.0
