,2021,2020,2019,2018,2017,ticker
Current ratio,2.100,1.989,1.611,1.059,5.340,DISCA
Quick ratio,1.836,1.502,1.292,0.902,4.889,DISCA
Cash ratio,1.129,0.678,0.479,0.247,3.906,DISCA
Days of sales outstanding,73.234,86.778,86.239,90.619,97.609,DISCA
Days of inventory outstanding,0,0,0,0,0,DISCA
Operating cycle,73.234,86.778,86.239,90.619,97.609,DISCA
Days of payables outstanding,32.550,37.540,44.251,30.146,38.067,DISCA
Cash conversion cycle,40.684,49.238,41.988,60.473,59.543,DISCA
Gross profit margin,0.621,0.638,0.657,0.627,0.614,DISCA
Operating profit margin,0.165,0.236,0.270,0.183,0.104,DISCA
Pretax profit margin,0.118,0.162,0.206,0.097,-0.020,DISCA
Net profit margin,0.083,0.114,0.186,0.056,-0.049,DISCA
Effective tax rate,0.165,0.216,0.035,0.334,-1.285,DISCA
Return on assets,0.029,0.036,0.061,0.018,-0.015,DISCA
Return on equity,0.087,0.116,0.209,0.071,-0.073,DISCA
Return on capital employed,0.065,0.081,0.099,0.068,0.034,DISCA
Net income per EBT,0.702,0.705,0.902,0.581,2.460,DISCA
Ebt per ebit,0.712,0.687,0.762,0.528,-0.192,DISCA
Ebit per revenue,0.165,0.236,0.270,0.183,0.104,DISCA
Debt ratio,0.611,0.648,0.658,0.690,0.796,DISCA
Debt equity ratio,1.813,2.111,2.246,2.677,3.893,DISCA
Long term debt to capitalization,0.554,0.590,0.600,0.644,0.762,DISCA
Total debt to capitalization,0.560,0.595,0.609,0.670,0.762,DISCA
Interest coverage,3.179,3.881,4.445,2.653,1.501,DISCA
Cash flow to debt ratio,0.190,0.178,0.220,0.151,0.110,DISCA
Company equity multiplier,2.968,3.258,3.411,3.881,4.893,DISCA
Receivables turnover,4.984,4.206,4.232,4.028,3.739,DISCA
Payables turnover,11.214,9.723,8.248,12.108,9.588,DISCA
Inventory turnover,0,0,0,0,0,DISCA
Fixed asset turnover,9.125,8.848,11.718,13.191,11.513,DISCA
Asset turnover,0.354,0.313,0.330,0.324,0.305,DISCA
Operating cash flow per share,5.563,5.424,6.425,5.173,4.242,DISCA
Free cash flow per share,4.821,4.628,5.879,4.878,3.891,DISCA
Cash per share,7.763,4.141,2.934,1.980,19.034,DISCA
Payout ratio,0,0,0,0,0,DISCA
Operating cash flow sales ratio,0.230,0.257,0.305,0.244,0.237,DISCA
Free cash flow operating cash flow ratio,0.867,0.853,0.915,0.943,0.917,DISCA
Cash flow coverage ratios,0.190,0.178,0.220,0.151,0.110,DISCA
Short term coverage ratios,8.254,8.176,5.581,1.385,54.300,DISCA
Capital expenditure coverage ratio,-7.501,-6.813,-11.761,-17.524,-12.067,DISCA
Dividend paid and capex coverage ratio,-7.501,-6.813,-11.761,-17.524,-12.067,DISCA
Dividend payout ratio,0,0,0,0,0,DISCA
Price book value ratio,1.021,1.452,1.751,1.469,1.864,DISCA
Price to book ratio,1.021,1.452,1.751,1.469,1.864,DISCA
Price to sales ratio,0.971,1.424,1.554,1.167,1.250,DISCA
Price earnings ratio,11.770,12.466,8.371,20.742,-25.501,DISCA
Price to free cash flows ratio,4.883,6.502,5.569,5.072,5.752,DISCA
Price to operating cash flows ratio,4.232,5.548,5.095,4.783,5.276,DISCA
Price cash flow ratio,4.232,5.548,5.095,4.783,5.276,DISCA
Price earnings to growth ratio,-0.793,-0.335,0.035,0.084,0.196,DISCA
Price sales ratio,0.971,1.424,1.554,1.167,1.250,DISCA
Dividend yield,0,0,0,0,0,DISCA
Enterprise value multiple,3.262,4.349,4.438,4.469,6.292,DISCA
Price fair value,1.021,1.452,1.751,1.469,1.864,DISCA
