,ticker,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Cash and cash equivalents(figures in $M),HES,2486.0,2713.0,1739.0,1545.0
Total cash(figures in $M),HES,2486.0,2713.0,1739.0,1545.0
Net receivables(figures in $M),HES,1162.0,1211.0,860.0,1170.0
Inventory(figures in $M),HES,217.0,223.0,378.0,261.0
Other current assets(figures in $M),HES,1445.0,1633.0,1342.0,1611.0
Total current assets(figures in $M),HES,3931.0,4346.0,3081.0,3156.0
"Gross property, plant and equipment(figures in $M)",HES,15828.0,14678.0,14709.0,17560.0
Accumulated depreciation(figures in $M),HES,-17494.0,-16996.0,-16404.0,-19006.0
"Net property, plant and equipment(figures in $M)",HES,15828.0,14678.0,14709.0,17560.0
Goodwill(figures in $M),HES,360.0,360.0,360.0,360.0
Other long-term assets(figures in $M),HES,1970.0,1491.0,1031.0,1066.0
Total non-current assets(figures in $M),HES,17798.0,16169.0,15740.0,18626.0
Total assets(figures in $M),HES,21729.0,20515.0,18821.0,21782.0
Current debt(figures in $M),HES,3.0,517.0,10.0,0.0
Accounts payable(figures in $M),HES,285.0,220.0,200.0,411.0
Accrued liabilities(figures in $M),HES,1501.0,1401.0,1251.0,1803.0
Other current liabilities(figures in $M),HES,2056.0,2458.0,1532.0,2311.0
Total current liabilities(figures in $M),HES,2280.0,3064.0,1623.0,2510.0
Long-term debt(figures in $M),HES,8278.0,7941.0,8286.0,7142.0
Deferred tax liabilities(figures in $M),HES,418.0,383.0,342.0,415.0
Other long-term liabilities(figures in $M),HES,1900.0,1890.0,1879.0,1833.0
Total non-current liabilities(figures in $M),HES,10826.0,10425.0,10863.0,9566.0
Total liabilities(figures in $M),HES,13106.0,13489.0,12486.0,12076.0
Common stock(figures in $M),HES,306.0,310.0,307.0,305.0
Retained earnings(figures in $M),HES,1474.0,379.0,130.0,3535.0
Accumulated other comprehensive income(figures in $M),HES,-131.0,-406.0,-755.0,-699.0
Total stockholders' equity(figures in $M),HES,7982.0,6300.0,5366.0,8732.0
Total liabilities and stockholders' equity(figures in $M),HES,21729.0,20515.0,18821.0,21782.0
