,ticker,ttm,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Total revenue(figures in $M),HES,11324.0,11324.0,7473.0,4667.0,6495.0
Cost of revenue(figures in $M),HES,3410.0,3410.0,2929.0,3416.0,3543.0
Gross profit(figures in $M),HES,7914.0,7914.0,4544.0,1251.0,2952.0
Selling general and administrative(figures in $M),HES,3859.0,3758.0,2374.0,1293.0,2133.0
Total operating expenses(figures in $M),HES,4067.0,3932.0,2536.0,1644.0,2366.0
Operating income or loss(figures in $M),HES,3847.0,3982.0,2008.0,-393.0,586.0
Interest expense(figures in $M),HES,493.0,493.0,481.0,468.0,380.0
Total other income/expenses net(figures in $M),HES,192.0,192.0,-37.0,-1989.0,15.0
Income before tax(figures in $M),HES,3546.0,3681.0,1490.0,-2850.0,221.0
Income tax expense(figures in $M),HES,1099.0,1107.0,600.0,-11.0,461.0
Income from continuing operations(figures in $M),HES,2447.0,2574.0,890.0,-2839.0,-240.0
Net income(figures in $M),HES,2096.0,2223.0,559.0,-3093.0,-408.0
Net income available to common shareholders(figures in $M),HES,2096.0,2223.0,559.0,-3093.0,-412.0
Basic EPS(figures in $M),HES,,7.26e-06,1.8200000000000002e-06,-1.0150000000000001e-05,-1.37e-06
Diluted EPS(figures in $M),HES,,7.1100000000000005e-06,1.81e-06,-1.0150000000000001e-05,-1.37e-06
Basic average shares(figures in $M),HES,,306.177,307.4,304.8,301.2
Diluted average shares(figures in $M),HES,,309.6,309.3,304.8,301.2
EBITDA(figures in $M),HES,,5877.0,3499.0,-308.0,2723.0
