,ticker,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Cash and cash equivalents(figures in $M),EXC,407.0,672.0,663.0,587.0
Total cash(figures in $M),EXC,407.0,672.0,663.0,587.0
Net receivables(figures in $M),EXC,2217.0,1869.0,3231.0,4592.0
Inventory(figures in $M),EXC,755.0,581.0,1722.0,1768.0
Other current assets(figures in $M),EXC,2047.0,1683.0,3470.0,2423.0
Total current assets(figures in $M),EXC,7336.0,13957.0,12562.0,12037.0
"Gross property, plant and equipment(figures in $M)",EXC,85006.0,114537.0,109311.0,104212.0
Accumulated depreciation(figures in $M),EXC,-15930.0,-30318.0,-26727.0,-23979.0
"Net property, plant and equipment(figures in $M)",EXC,69076.0,64558.0,82584.0,80233.0
Equity and other investments(figures in $M),EXC,232.0,250.0,14904.0,13654.0
Goodwill(figures in $M),EXC,6630.0,6630.0,6677.0,6677.0
Intangible assets(figures in $M),EXC,0.0,0.0,0.0,174.0
Other long-term assets(figures in $M),EXC,1141.0,39394.0,2982.0,3197.0
Total non-current assets(figures in $M),EXC,88013.0,119056.0,116755.0,112940.0
Total assets(figures in $M),EXC,95349.0,133013.0,129317.0,124977.0
Current debt(figures in $M),EXC,4388.0,3401.0,3850.0,6080.0
Accounts payable(figures in $M),EXC,3382.0,2379.0,3562.0,3560.0
Accrued liabilities(figures in $M),EXC,1226.0,1137.0,2078.0,1981.0
Deferred revenues(figures in $M),EXC,10.0,89.0,100.0,132.0
Other current liabilities(figures in $M),EXC,1600.0,9100.0,3176.0,2427.0
Total current liabilities(figures in $M),EXC,10611.0,16111.0,12771.0,14185.0
Long-term debt(figures in $M),EXC,35662.0,31139.0,35483.0,31719.0
Deferred tax liabilities(figures in $M),EXC,11250.0,10611.0,13035.0,12351.0
Deferred revenues(figures in $M),EXC,35.0,146.0,238.0,338.0
Other long-term liabilities(figures in $M),EXC,1967.0,1573.0,4150.0,4263.0
Total non-current liabilities(figures in $M),EXC,59994.0,82107.0,81678.0,76219.0
Total liabilities(figures in $M),EXC,70605.0,98218.0,94449.0,90404.0
Common stock(figures in $M),EXC,20908.0,20324.0,19373.0,19274.0
Retained earnings(figures in $M),EXC,4597.0,16942.0,16735.0,16267.0
Accumulated other comprehensive income(figures in $M),EXC,-638.0,-2750.0,-3400.0,-3194.0
Total stockholders' equity(figures in $M),EXC,24744.0,34393.0,32585.0,32224.0
Total liabilities and stockholders' equity(figures in $M),EXC,95349.0,133013.0,129317.0,124977.0
