,ticker,ttm,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Total revenue(figures in $M),MMC,20720.0,20720.0,19820.0,17224.0,16652.0
Cost of revenue(figures in $M),MMC,12071.0,12071.0,11425.0,10129.0,9734.0
Gross profit(figures in $M),MMC,8649.0,8649.0,8395.0,7095.0,6918.0
Selling general and administrative(figures in $M),MMC,,,,,9734.0
Total operating expenses(figures in $M),MMC,4369.0,4369.0,4083.0,4029.0,4241.0
Operating income or loss(figures in $M),MMC,4280.0,4280.0,4312.0,3066.0,2677.0
Interest expense(figures in $M),MMC,469.0,469.0,444.0,515.0,524.0
Total other income/expenses net(figures in $M),MMC,256.0,256.0,338.0,235.0,247.0
Income before tax(figures in $M),MMC,4082.0,4082.0,4208.0,2793.0,2439.0
Income tax expense(figures in $M),MMC,995.0,995.0,1034.0,747.0,666.0
Income from continuing operations(figures in $M),MMC,3087.0,3087.0,3174.0,2046.0,1773.0
Net income(figures in $M),MMC,3050.0,3050.0,3143.0,2016.0,1742.0
Net income available to common shareholders(figures in $M),MMC,3050.0,3050.0,3143.0,2016.0,1742.0
Basic EPS(figures in $M),MMC,,6.11e-06,6.2e-06,3.98e-06,3.44e-06
Diluted EPS(figures in $M),MMC,,6.04e-06,6.13e-06,3.9399999999999995e-06,3.41e-06
Basic average shares(figures in $M),MMC,,499.0,507.0,506.0,506.0
Diluted average shares(figures in $M),MMC,,505.0,513.0,512.0,511.0
EBITDA(figures in $M),MMC,,5270.0,5399.0,4049.0,3610.0
