,2022,2021,2020,2019,2018,ticker
Current ratio,1.157,1.242,1.245,1.058,1.205,MMC
Quick ratio,1.017,1.103,1.132,0.957,1.093,MMC
Cash ratio,0.201,0.263,0.321,0.173,0.216,MMC
Days of sales outstanding,103.088,102.870,112.039,114.769,105.398,MMC
Days of inventory outstanding,0,0,0,0,0,MMC
Operating cycle,103.088,102.870,112.039,114.769,105.398,MMC
Days of payables outstanding,99.119,101.114,109.907,102.968,94.760,MMC
Cash conversion cycle,3.968,1.757,2.132,11.801,10.638,MMC
Gross profit margin,0.417,0.424,0.412,0.415,0.424,MMC
Operating profit margin,0.207,0.218,0.178,0.161,0.185,MMC
Pretax profit margin,0.197,0.212,0.162,0.146,0.150,MMC
Net profit margin,0.147,0.159,0.117,0.105,0.110,MMC
Effective tax rate,0.244,0.246,0.267,0.273,0.256,MMC
Return on assets,0.091,0.091,0.061,0.056,0.076,MMC
Return on equity,0.284,0.280,0.218,0.219,0.220,MMC
Return on capital employed,0.163,0.155,0.116,0.109,0.166,MMC
Net income per EBT,0.747,0.747,0.722,0.714,0.735,MMC
Ebt per ebit,0.954,0.976,0.911,0.911,0.813,MMC
Ebit per revenue,0.207,0.218,0.178,0.161,0.185,MMC
Debt ratio,0.679,0.674,0.720,0.746,0.649,MMC
Debt equity ratio,1.253,1.173,1.466,1.791,0.775,MMC
Long term debt to capitalization,0.545,0.533,0.579,0.615,0.423,MMC
Total debt to capitalization,0.556,0.540,0.595,0.642,0.437,MMC
Interest coverage,9.126,9.712,5.953,5.109,9.521,MMC
Cash flow to debt ratio,0.257,0.267,0.249,0.166,0.417,MMC
Company equity multiplier,3.112,3.064,3.567,3.943,2.873,MMC
Receivables turnover,3.541,3.548,3.258,3.180,3.463,MMC
Payables turnover,3.682,3.610,3.321,3.545,3.852,MMC
Inventory turnover,0,0,0,0,0,MMC
Fixed asset turnover,8.516,7.300,6.263,5.992,21.327,MMC
Asset turnover,0.619,0.576,0.521,0.532,0.693,MMC
Operating cash flow per share,6.944,6.935,6.684,4.666,4.798,MMC
Free cash flow per share,6.002,6.134,5.996,3.834,4.178,MMC
Cash per share,2.890,3.456,4.128,2.283,2.107,MMC
Payout ratio,0.373,0.326,0.468,0.511,0.489,MMC
Operating cash flow sales ratio,0.167,0.177,0.196,0.142,0.162,MMC
Free cash flow operating cash flow ratio,0.864,0.885,0.897,0.822,0.871,MMC
Cash flow coverage ratios,0.257,0.267,0.249,0.166,0.417,MMC
Short term coverage ratios,5.995,10.074,3.937,1.516,7.732,MMC
Capital expenditure coverage ratio,-7.372,-8.660,-9.718,-5.608,-7.732,MMC
Dividend paid and capex coverage ratio,5.187,5.671,5.684,5.034,4.925,MMC
Dividend payout ratio,0.373,0.326,0.468,0.511,0.489,MMC
Price book value ratio,7.682,7.853,6.393,7.097,5.373,MMC
Price to book ratio,7.682,7.853,6.393,7.097,5.373,MMC
Price to sales ratio,3.985,4.446,3.437,3.385,2.699,MMC
Price earnings ratio,27.074,28.039,29.366,32.361,24.457,MMC
Price to free cash flows ratio,27.571,28.337,19.513,29.058,19.089,MMC
Price to operating cash flows ratio,23.831,25.064,17.505,23.877,16.620,MMC
Price cash flow ratio,23.831,25.064,17.505,23.877,16.620,MMC
Price earnings to growth ratio,-18.651,0.503,1.871,5.861,2.033,MMC
Price sales ratio,3.985,4.446,3.437,3.385,2.699,MMC
Dividend yield,0.014,0.012,0.016,0.016,0.020,MMC
Enterprise value multiple,18.023,18.647,17.365,19.141,14.997,MMC
Price fair value,7.682,7.853,6.393,7.097,5.373,MMC
